InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
541508,47566,Notebook,18,2024-12-10 19:11:00,113.5,10371,Netherlands,2043.0
541509,22423,LED Lamp,7,2024-04-25 05:13:00,72.77,10343,Spain,509.39
541510,47566,Notebook,8,2023-11-06 15:25:00,68.15,10013,Nigeria,545.2
541511,22423,LED Lamp,8,2024-03-21 22:30:00,131.74,10370,Ireland,1053.92
541512,90019,Water Bottle,16,2023-08-08 11:18:00,116.03,10805,Spain,1856.48
541513,84406B,Storage Box,6,2023-03-07 02:13:00,32.2,10364,Germany,193.2
541514,22752,Gift Bag,3,2023-02-12 21:17:00,78.31,10939,Spain,234.93
541515,84406B,Storage Box,6,2023-07-12 14:35:00,100.12,10238,Ireland,600.72
541516,47566,Notebook,4,2024-06-16 00:41:00,18.25,10613,United Kingdom,73.0
541517,22752,Gift Bag,18,2024-07-17 23:57:00,67.63,10630,Germany,1217.34
541518,22752,Gift Bag,20,2024-02-26 05:05:00,79.96,10720,Netherlands,1599.2
541519,22752,Gift Bag,5,2024-03-02 01:18:00,10.79,10478,Ireland,53.95
541520,22752,Gift Bag,17,2023-01-22 16:17:00,84.62,10070,Spain,1438.54
541521,22752,Gift Bag,13,2023-03-18 16:45:00,40.7,10683,Germany,529.1
541522,71053,Coffee Mug,16,2023-06-14 00:20:00,125.99,10746,Ireland,2015.84
541523,90019,Water Bottle,12,2024-07-27 01:51:00,137.05,10978,Germany,1644.6
541524,71053,Coffee Mug,3,2023-02-27 05:12:00,6.69,10770,France,20.07
541525,85123A,White Hanging Heart,4,2023-11-18 02:32:00,33.08,10482,Germany,132.32
541526,84406B,Storage Box,15,2024-05-19 16:53:00,111.17,10074,Germany,1667.55
541527,22423,LED Lamp,3,2024-08-01 21:33:00,134.38,10160,Germany,403.14
541528,71053,Coffee Mug,11,2023-07-20 10:39:00,19.82,10024,France,218.02
541529,85123A,White Hanging Heart,12,2024-01-06 02:23:00,86.62,10867,France,1039.44
541530,47566,Notebook,12,2023-09-02 22:25:00,95.37,10606,Netherlands,1144.44
541531,47566,Notebook,9,2023-11-04 00:09:00,22.31,10646,Ireland,200.79
541532,47566,Notebook,9,2023-12-03 00:30:00,107.64,10526,Nigeria,968.76
541533,47566,Notebook,3,2023-06-09 08:58:00,149.25,10603,Netherlands,447.75
541534,84406B,Storage Box,16,2023-08-26 14:57:00,32.12,10633,France,513.92
541535,90019,Water Bottle,1,2023-10-03 08:35:00,110.71,10771,United Kingdom,110.71
541536,90019,Water Bottle,4,2024-05-22 15:42:00,105.92,10779,France,423.68
541537,47566,Notebook,18,2023-03-16 05:52:00,93.96,10509,Germany,1691.28
541538,84406B,Storage Box,9,2024-02-13 00:04:00,107.14,10823,Ireland,964.26
541539,84406B,Storage Box,8,2024-07-06 21:12:00,6.14,10476,Nigeria,49.12
541540,22752,Gift Bag,11,2024-06-22 21:25:00,86.63,10632,Nigeria,952.93
541541,47566,Notebook,17,2023-09-25 15:54:00,81.46,10162,Ireland,1384.82
541542,84406B,Storage Box,9,2024-06-06 20:36:00,103.75,10185,Netherlands,933.75
541543,47566,Notebook,1,2023-10-31 13:13:00,137.68,10358,Nigeria,137.68
541544,85123A,White Hanging Heart,3,2024-04-10 04:02:00,43.89,10305,Ireland,131.67
541545,47566,Notebook,14,2023-09-21 16:59:00,130.42,10445,France,1825.88
541546,47566,Notebook,15,2024-07-11 11:43:00,100.25,10010,United Kingdom,1503.75
541547,85123A,White Hanging Heart,1,2024-02-28 03:04:00,109.13,10843,Ireland,109.13
541548,71053,Coffee Mug,18,2024-11-25 06:48:00,143.7,10727,Netherlands,2586.6
541549,84406B,Storage Box,17,2023-02-12 02:37:00,135.48,10250,Netherlands,2303.16
541550,22752,Gift Bag,11,2023-11-29 23:28:00,35.35,10576,Germany,388.85
541551,71053,Coffee Mug,3,2024-05-01 02:00:00,37.25,10570,United Kingdom,111.75
541552,85123A,White Hanging Heart,15,2023-09-30 23:08:00,100.57,10352,Netherlands,1508.55
541553,90019,Water Bottle,11,2024-08-12 01:39:00,113.18,10548,Nigeria,1244.98
541554,47566,Notebook,20,2023-11-14 21:26:00,40.06,10873,France,801.2
541555,90019,Water Bottle,4,2024-08-26 16:54:00,28.53,10875,United Kingdom,114.12
541556,84406B,Storage Box,20,2023-12-31 21:49:00,56.31,10064,United Kingdom,1126.2
541557,22423,LED Lamp,9,2024-02-11 10:29:00,86.52,10134,Spain,778.68
541558,22752,Gift Bag,19,2024-03-31 09:18:00,103.16,10281,Germany,1960.04
541559,90019,Water Bottle,4,2023-01-29 07:08:00,81.59,10721,France,326.36
541560,85123A,White Hanging Heart,18,2023-10-22 09:31:00,146.79,10068,Ireland,2642.22
541561,71053,Coffee Mug,7,2023-01-16 19:16:00,76.11,10860,Nigeria,532.77
541562,47566,Notebook,5,2024-06-04 10:59:00,123.71,10093,Germany,618.55
541563,85123A,White Hanging Heart,4,2024-09-01 01:38:00,130.9,10823,Nigeria,523.6
541564,22752,Gift Bag,8,2023-11-04 03:52:00,98.16,10410,United Kingdom,785.28
541565,22423,LED Lamp,2,2024-01-09 07:08:00,19.46,10937,Ireland,38.92
541566,22752,Gift Bag,2,2024-03-10 20:50:00,88.37,10149,Ireland,176.74
541567,90019,Water Bottle,10,2023-08-26 12:30:00,101.35,10988,Germany,1013.5
541568,22423,LED Lamp,20,2023-12-11 19:49:00,27.09,10996,Spain,541.8
541569,71053,Coffee Mug,19,2024-07-18 17:16:00,90.02,10284,Germany,1710.38
541570,47566,Notebook,7,2024-02-05 16:42:00,69.48,10891,Ireland,486.36
541571,90019,Water Bottle,5,2024-06-04 22:37:00,32.56,10726,Spain,162.8
541572,85123A,White Hanging Heart,15,2024-12-05 14:56:00,135.89,10007,Spain,2038.35
541573,85123A,White Hanging Heart,2,2023-05-03 23:16:00,102.48,10420,France,204.96
541574,84406B,Storage Box,12,2023-10-29 14:15:00,33.44,10751,France,401.28
541575,84406B,Storage Box,18,2023-11-21 05:49:00,105.45,10644,France,1898.1
541576,22752,Gift Bag,13,2023-04-23 10:44:00,79.08,10147,Nigeria,1028.04
541577,22752,Gift Bag,20,2023-12-25 11:29:00,63.21,10779,Netherlands,1264.2
541578,22423,LED Lamp,13,2024-01-04 05:57:00,137.61,10378,Germany,1788.93
541579,85123A,White Hanging Heart,2,2023-12-15 05:42:00,31.29,10487,Nigeria,62.58
541580,71053,Coffee Mug,14,2023-11-22 21:00:00,34.99,10335,France,489.86
541581,85123A,White Hanging Heart,7,2023-10-28 08:15:00,113.48,10713,Nigeria,794.36
541582,71053,Coffee Mug,1,2024-10-30 00:35:00,145.04,10235,United Kingdom,145.04
541583,85123A,White Hanging Heart,10,2024-10-10 23:09:00,130.07,10633,Spain,1300.7
541584,90019,Water Bottle,3,2023-08-22 23:50:00,115.93,10831,Netherlands,347.79
541585,71053,Coffee Mug,6,2023-03-17 01:54:00,38.57,10564,Netherlands,231.42
541586,85123A,White Hanging Heart,7,2023-06-28 01:58:00,29.47,10808,United Kingdom,206.29
541587,84406B,Storage Box,5,2023-06-13 21:08:00,145.67,10088,Nigeria,728.35
541588,47566,Notebook,10,2023-01-02 17:18:00,16.15,10817,France,161.5
541589,90019,Water Bottle,2,2024-07-17 23:08:00,7.11,10519,Netherlands,14.22
541590,22752,Gift Bag,7,2024-12-06 06:51:00,57.45,10871,Netherlands,402.15
541591,90019,Water Bottle,4,2023-02-09 18:29:00,24.5,10747,France,98.0
541592,71053,Coffee Mug,18,2024-12-01 00:12:00,108.23,10259,United Kingdom,1948.14
541593,22423,LED Lamp,12,2023-01-10 05:53:00,104.65,10817,Spain,1255.8
541594,84406B,Storage Box,17,2024-03-03 20:47:00,20.68,10528,Nigeria,351.56
541595,22752,Gift Bag,16,2023-07-12 17:31:00,144.6,10423,Germany,2313.6
541596,84406B,Storage Box,13,2023-11-16 23:13:00,5.87,10906,Netherlands,76.31
541597,22423,LED Lamp,8,2023-05-09 02:33:00,127.07,10221,Netherlands,1016.56
541598,85123A,White Hanging Heart,13,2024-12-22 19:31:00,68.69,10668,United Kingdom,892.97
541599,84406B,Storage Box,4,2023-07-07 12:54:00,6.01,10911,France,24.04
541600,90019,Water Bottle,5,2024-08-06 18:48:00,113.71,10611,Germany,568.55
541601,22752,Gift Bag,5,2024-09-03 04:12:00,87.74,10954,United Kingdom,438.7
541602,84406B,Storage Box,20,2024-05-13 09:40:00,39.33,10410,United Kingdom,786.6
541603,84406B,Storage Box,2,2024-10-02 10:34:00,3.47,10924,United Kingdom,6.94
541604,84406B,Storage Box,14,2023-03-26 02:57:00,108.86,10521,Spain,1524.04
541605,22752,Gift Bag,4,2024-07-12 10:33:00,95.9,10213,Ireland,383.6
541606,71053,Coffee Mug,6,2024-03-04 04:45:00,34.11,10359,Spain,204.66
541607,71053,Coffee Mug,13,2024-11-04 00:05:00,64.89,10428,United Kingdom,843.57
541608,85123A,White Hanging Heart,4,2023-07-11 03:19:00,21.13,10588,Spain,84.52
541609,84406B,Storage Box,17,2024-06-16 03:12:00,37.09,10692,Germany,630.53
541610,22423,LED Lamp,2,2024-05-05 22:23:00,15.2,10816,Ireland,30.4
541611,85123A,White Hanging Heart,20,2023-03-18 18:35:00,28.26,10564,United Kingdom,565.2
541612,22752,Gift Bag,13,2024-07-06 16:22:00,18.14,10955,France,235.82
541613,90019,Water Bottle,1,2023-09-20 22:27:00,91.21,10306,Spain,91.21
541614,47566,Notebook,13,2024-02-08 02:52:00,9.78,10430,Germany,127.14
541615,85123A,White Hanging Heart,13,2024-08-12 08:51:00,123.03,10406,Netherlands,1599.39
541616,85123A,White Hanging Heart,13,2023-07-24 07:39:00,10.19,10236,United Kingdom,132.47
541617,47566,Notebook,7,2023-11-13 11:59:00,144.36,10755,United Kingdom,1010.52
541618,85123A,White Hanging Heart,3,2023-12-25 19:53:00,16.29,10068,Spain,48.87
541619,22423,LED Lamp,1,2024-10-28 20:20:00,6.67,10795,France,6.67
541620,71053,Coffee Mug,1,2024-06-19 12:38:00,13.87,10536,Netherlands,13.87
541621,22423,LED Lamp,6,2023-12-24 06:16:00,147.55,10190,Ireland,885.3
541622,84406B,Storage Box,15,2024-04-23 19:07:00,142.1,10239,United Kingdom,2131.5
541623,47566,Notebook,9,2024-05-04 11:35:00,117.58,10896,Nigeria,1058.22
541624,47566,Notebook,15,2023-01-06 18:57:00,74.65,10319,Germany,1119.75
541625,22752,Gift Bag,2,2023-12-14 08:26:00,61.08,10753,Spain,122.16
541626,71053,Coffee Mug,17,2024-06-25 04:33:00,54.55,10859,Spain,927.35
541627,84406B,Storage Box,7,2024-05-12 10:48:00,142.75,10772,Nigeria,999.25
541628,47566,Notebook,11,2024-07-16 06:08:00,104.71,10602,Nigeria,1151.81
541629,90019,Water Bottle,2,2024-01-25 22:08:00,14.98,10873,Nigeria,29.96
541630,84406B,Storage Box,2,2023-09-21 07:37:00,123.31,10222,Germany,246.62
541631,90019,Water Bottle,11,2023-01-14 17:45:00,138.92,10819,Spain,1528.12
541632,85123A,White Hanging Heart,16,2023-12-07 00:44:00,114.19,10360,Nigeria,1827.04
541633,47566,Notebook,16,2023-12-15 22:54:00,51.31,10185,Ireland,820.96
541634,71053,Coffee Mug,11,2024-05-26 03:26:00,74.55,10230,Ireland,820.05
541635,85123A,White Hanging Heart,16,2024-10-13 19:59:00,18.75,10766,Nigeria,300.0
541636,47566,Notebook,16,2024-12-14 11:33:00,12.19,10623,Germany,195.04
541637,47566,Notebook,2,2023-10-07 15:23:00,66.25,10180,Germany,132.5
541638,22752,Gift Bag,9,2023-11-20 10:38:00,117.48,10951,France,1057.32
541639,85123A,White Hanging Heart,8,2024-11-26 10:06:00,14.55,10200,Netherlands,116.4
541640,47566,Notebook,8,2023-02-21 15:26:00,121.19,10223,Germany,969.52
541641,85123A,White Hanging Heart,15,2024-08-11 18:08:00,37.6,10096,France,564.0
541642,71053,Coffee Mug,3,2024-04-28 00:09:00,108.74,10458,Germany,326.22
541643,90019,Water Bottle,9,2023-11-07 20:29:00,146.66,10609,Spain,1319.94
541644,22752,Gift Bag,7,2023-11-19 21:00:00,80.15,10051,Nigeria,561.05
541645,85123A,White Hanging Heart,5,2023-07-01 13:01:00,93.25,10858,United Kingdom,466.25
541646,90019,Water Bottle,9,2024-08-16 19:31:00,143.94,10997,Ireland,1295.46
541647,84406B,Storage Box,12,2023-12-16 02:34:00,16.87,10945,Netherlands,202.44
541648,85123A,White Hanging Heart,17,2023-03-03 19:22:00,91.68,10227,Germany,1558.56
541649,85123A,White Hanging Heart,19,2024-04-07 15:07:00,111.84,10009,Spain,2124.96
541650,85123A,White Hanging Heart,9,2023-12-15 11:39:00,68.41,10689,Netherlands,615.69
541651,22752,Gift Bag,18,2024-04-07 22:27:00,66.35,10235,France,1194.3
541652,84406B,Storage Box,2,2023-11-02 22:42:00,132.83,10220,Germany,265.66
541653,85123A,White Hanging Heart,6,2023-06-08 10:29:00,103.25,10064,Netherlands,619.5
541654,90019,Water Bottle,11,2023-05-24 15:58:00,97.89,10133,Nigeria,1076.79
541655,84406B,Storage Box,13,2023-06-04 16:33:00,99.1,10301,United Kingdom,1288.3
541656,85123A,White Hanging Heart,18,2024-12-12 02:25:00,108.06,10907,Ireland,1945.08
541657,22423,LED Lamp,1,2023-01-19 07:35:00,22.42,10277,Spain,22.42
541658,71053,Coffee Mug,8,2024-04-30 00:31:00,145.32,10037,Nigeria,1162.56
541659,47566,Notebook,3,2024-07-21 16:21:00,60.9,10551,Germany,182.7
541660,22752,Gift Bag,5,2024-03-19 03:09:00,102.73,10842,United Kingdom,513.65
541661,84406B,Storage Box,9,2024-12-14 23:25:00,138.24,10056,Spain,1244.16
541662,71053,Coffee Mug,2,2024-08-04 01:45:00,49.17,10880,France,98.34
541663,47566,Notebook,20,2023-11-22 12:19:00,106.3,10698,Netherlands,2126.0
541664,85123A,White Hanging Heart,12,2024-10-15 15:24:00,25.77,10858,Ireland,309.24
541665,84406B,Storage Box,10,2024-09-23 20:30:00,60.07,10158,France,600.7
541666,71053,Coffee Mug,17,2023-06-05 13:01:00,15.48,10273,Nigeria,263.16
541667,90019,Water Bottle,19,2023-10-26 06:37:00,122.94,10899,Nigeria,2335.86
541668,84406B,Storage Box,1,2024-12-05 10:41:00,11.78,10151,Germany,11.78
541669,71053,Coffee Mug,16,2024-08-01 10:44:00,21.71,10326,Spain,347.36
541670,71053,Coffee Mug,9,2023-03-27 13:42:00,93.98,10723,Nigeria,845.82
541671,47566,Notebook,10,2023-12-27 20:54:00,140.66,10021,Germany,1406.6
541672,22423,LED Lamp,20,2023-06-18 14:37:00,2.32,10465,Netherlands,46.4
541673,22423,LED Lamp,12,2024-04-18 22:13:00,17.94,10642,France,215.28
541674,85123A,White Hanging Heart,10,2024-09-27 09:30:00,41.67,10300,United Kingdom,416.7
541675,47566,Notebook,2,2023-06-11 12:08:00,56.84,10374,Germany,113.68
541676,22423,LED Lamp,6,2023-10-18 18:43:00,76.22,10540,United Kingdom,457.32
541677,90019,Water Bottle,1,2024-03-22 09:30:00,4.34,10137,Germany,4.34
541678,22423,LED Lamp,8,2024-12-25 21:04:00,55.48,10430,Netherlands,443.84
541679,90019,Water Bottle,5,2023-06-05 00:56:00,71.58,10288,Germany,357.9
541680,71053,Coffee Mug,5,2024-12-15 01:48:00,135.42,10883,United Kingdom,677.1
541681,90019,Water Bottle,20,2023-04-21 23:19:00,45.32,10813,France,906.4
541682,84406B,Storage Box,1,2023-04-06 22:39:00,44.92,10302,France,44.92
541683,47566,Notebook,11,2024-02-07 11:50:00,34.53,10226,Germany,379.83
541684,90019,Water Bottle,14,2024-04-26 09:51:00,89.41,10742,Germany,1251.74
541685,22752,Gift Bag,16,2023-04-08 12:16:00,34.28,10432,Netherlands,548.48
541686,22752,Gift Bag,12,2024-12-22 04:58:00,113.64,10987,Netherlands,1363.68
541687,47566,Notebook,13,2023-12-17 16:19:00,28.3,10363,Ireland,367.9
541688,85123A,White Hanging Heart,5,2023-11-11 14:59:00,148.98,10296,United Kingdom,744.9
541689,90019,Water Bottle,12,2023-01-09 21:50:00,118.94,10689,France,1427.28
541690,22423,LED Lamp,3,2024-08-04 22:30:00,24.59,10772,Spain,73.77
541691,71053,Coffee Mug,14,2024-05-01 18:31:00,74.92,10695,Netherlands,1048.88
541692,90019,Water Bottle,16,2023-08-04 12:43:00,51.22,10689,Ireland,819.52
541693,22423,LED Lamp,1,2023-04-20 12:22:00,135.03,10879,Nigeria,135.03
541694,47566,Notebook,19,2024-07-12 09:59:00,6.51,10530,United Kingdom,123.69
541695,22752,Gift Bag,19,2024-01-06 23:25:00,33.3,10736,United Kingdom,632.7
541696,22752,Gift Bag,15,2023-05-01 06:54:00,64.04,10557,Germany,960.6
541697,90019,Water Bottle,7,2024-04-18 16:23:00,91.66,10806,Nigeria,641.62
541698,22752,Gift Bag,15,2024-05-13 20:15:00,65.19,10999,Netherlands,977.85
541699,22752,Gift Bag,6,2023-02-12 12:39:00,36.89,10611,Ireland,221.34
541700,47566,Notebook,11,2024-11-25 06:23:00,46.16,10857,Ireland,507.76
541701,22752,Gift Bag,16,2023-04-18 08:14:00,88.46,10004,France,1415.36
541702,85123A,White Hanging Heart,17,2023-08-17 21:24:00,12.78,10499,Nigeria,217.26
541703,22423,LED Lamp,15,2023-09-08 11:51:00,109.42,10429,France,1641.3
541704,84406B,Storage Box,11,2023-07-29 21:03:00,24.34,10187,United Kingdom,267.74
541705,22752,Gift Bag,18,2024-07-22 09:48:00,76.97,10138,Ireland,1385.46
541706,22752,Gift Bag,13,2023-08-13 08:07:00,135.64,10872,Spain,1763.32
541707,90019,Water Bottle,17,2024-10-17 21:11:00,67.9,10003,Ireland,1154.3
541708,84406B,Storage Box,19,2023-02-19 17:03:00,43.22,10332,Netherlands,821.18
541709,84406B,Storage Box,20,2024-01-05 23:12:00,111.4,10767,Netherlands,2228.0
541710,22423,LED Lamp,7,2023-03-20 17:44:00,6.2,10593,Nigeria,43.4
541711,90019,Water Bottle,18,2024-03-09 00:33:00,101.71,10991,Nigeria,1830.78
541712,47566,Notebook,19,2023-08-31 13:38:00,61.99,10179,United Kingdom,1177.81
541713,22752,Gift Bag,20,2024-08-10 04:30:00,25.15,10864,Germany,503.0
541714,84406B,Storage Box,7,2023-02-08 03:19:00,38.82,10274,France,271.74
541715,47566,Notebook,6,2023-03-07 11:04:00,68.67,10655,France,412.02
541716,84406B,Storage Box,18,2023-02-14 13:37:00,23.82,10510,Netherlands,428.76
541717,85123A,White Hanging Heart,5,2023-11-24 21:21:00,127.09,10067,France,635.45
541718,71053,Coffee Mug,4,2024-02-24 22:03:00,25.32,10954,United Kingdom,101.28
541719,22752,Gift Bag,12,2023-02-05 20:29:00,131.82,10598,France,1581.84
541720,47566,Notebook,17,2024-05-23 12:59:00,98.91,10856,Ireland,1681.47
541721,84406B,Storage Box,13,2024-07-01 11:22:00,85.14,10344,Nigeria,1106.82
541722,22752,Gift Bag,13,2023-03-26 11:58:00,135.36,10808,Netherlands,1759.68
541723,71053,Coffee Mug,16,2023-04-23 18:38:00,34.26,10791,Germany,548.16
541724,85123A,White Hanging Heart,20,2023-07-12 07:41:00,73.73,10649,Netherlands,1474.6
541725,22752,Gift Bag,8,2024-07-27 09:59:00,73.28,10336,Ireland,586.24
541726,22752,Gift Bag,9,2024-04-13 23:12:00,60.0,10745,Nigeria,540.0
541727,90019,Water Bottle,16,2024-02-08 16:12:00,15.06,10783,Ireland,240.96
541728,90019,Water Bottle,10,2024-08-16 01:12:00,79.35,10707,Netherlands,793.5
541729,47566,Notebook,13,2024-05-25 23:57:00,120.43,10269,Nigeria,1565.59
541730,84406B,Storage Box,10,2023-02-20 23:15:00,90.27,10505,Ireland,902.7
541731,84406B,Storage Box,3,2023-03-16 03:38:00,142.31,10101,Netherlands,426.93
541732,22423,LED Lamp,15,2023-04-15 19:20:00,62.6,10210,Spain,939.0
541733,22752,Gift Bag,19,2024-12-23 03:52:00,14.56,10672,France,276.64
541734,22423,LED Lamp,17,2024-11-17 18:54:00,9.25,10016,Germany,157.25
541735,22752,Gift Bag,7,2023-06-12 02:54:00,68.04,10127,Spain,476.28
541736,47566,Notebook,4,2024-09-29 22:58:00,111.37,10606,United Kingdom,445.48
541737,85123A,White Hanging Heart,11,2024-12-03 20:24:00,138.01,10224,Ireland,1518.11
541738,85123A,White Hanging Heart,4,2023-06-28 17:20:00,21.74,10466,France,86.96
541739,22423,LED Lamp,17,2024-06-24 08:23:00,3.32,10093,Ireland,56.44
541740,85123A,White Hanging Heart,1,2024-02-15 05:29:00,23.91,10826,Germany,23.91
541741,85123A,White Hanging Heart,17,2023-11-28 19:04:00,131.57,10946,United Kingdom,2236.69
541742,71053,Coffee Mug,16,2023-05-31 19:46:00,144.07,10566,United Kingdom,2305.12
541743,84406B,Storage Box,14,2024-05-16 04:24:00,6.42,10051,France,89.88
541744,85123A,White Hanging Heart,2,2024-06-10 04:59:00,39.42,10173,France,78.84
541745,71053,Coffee Mug,12,2023-08-24 22:05:00,99.17,10444,Spain,1190.04
541746,85123A,White Hanging Heart,12,2023-05-27 13:58:00,43.62,10996,Spain,523.44
541747,84406B,Storage Box,20,2023-10-31 02:43:00,8.54,10806,Germany,170.8
541748,47566,Notebook,2,2024-03-15 03:20:00,43.65,10571,France,87.3
541749,85123A,White Hanging Heart,13,2023-04-30 23:28:00,83.97,10670,United Kingdom,1091.61
541750,22752,Gift Bag,13,2023-07-18 03:25:00,114.62,10069,France,1490.06
541751,47566,Notebook,4,2024-01-26 13:13:00,48.23,10791,Netherlands,192.92
541752,22752,Gift Bag,14,2024-03-12 19:35:00,4.59,10882,France,64.26
541753,47566,Notebook,11,2024-11-11 09:43:00,8.33,10039,Netherlands,91.63
541754,90019,Water Bottle,5,2023-10-12 04:33:00,94.38,10968,Netherlands,471.9
541755,90019,Water Bottle,4,2024-10-18 02:19:00,48.21,10921,Spain,192.84
541756,84406B,Storage Box,14,2024-05-30 14:03:00,73.66,10311,Ireland,1031.24
541757,22752,Gift Bag,16,2023-11-02 06:47:00,86.01,10557,Spain,1376.16
541758,22752,Gift Bag,2,2023-02-02 20:27:00,138.44,10119,Germany,276.88
541759,90019,Water Bottle,12,2023-01-14 12:53:00,25.1,10851,Netherlands,301.2
541760,85123A,White Hanging Heart,15,2023-04-29 21:59:00,76.58,10622,United Kingdom,1148.7
541761,47566,Notebook,2,2024-11-05 11:12:00,110.57,10772,Ireland,221.14
541762,22423,LED Lamp,4,2024-11-13 21:46:00,26.04,10865,Ireland,104.16
541763,84406B,Storage Box,16,2024-07-02 13:44:00,103.13,10667,United Kingdom,1650.08
541764,47566,Notebook,12,2023-05-13 11:04:00,62.24,10170,Netherlands,746.88
541765,22423,LED Lamp,5,2024-07-11 03:21:00,83.08,10744,United Kingdom,415.4
541766,71053,Coffee Mug,14,2023-04-20 04:40:00,140.46,10540,Netherlands,1966.44
541767,71053,Coffee Mug,7,2024-06-15 17:25:00,114.73,10630,Ireland,803.11
541768,71053,Coffee Mug,20,2024-09-24 21:15:00,72.31,10829,France,1446.2
541769,22423,LED Lamp,2,2024-06-21 16:57:00,89.03,10440,United Kingdom,178.06
541770,85123A,White Hanging Heart,20,2024-04-10 22:18:00,126.55,10412,Nigeria,2531.0
541771,22423,LED Lamp,2,2024-02-11 10:12:00,64.29,10808,France,128.58
541772,71053,Coffee Mug,3,2023-12-22 16:48:00,40.02,10536,Spain,120.06
541773,71053,Coffee Mug,11,2024-08-04 01:37:00,149.74,10137,Netherlands,1647.14
541774,90019,Water Bottle,16,2023-02-25 19:03:00,20.85,10777,France,333.6
541775,22423,LED Lamp,6,2024-09-02 09:07:00,83.93,10013,France,503.58
541776,85123A,White Hanging Heart,12,2023-12-13 10:44:00,63.54,10096,Germany,762.48
541777,22423,LED Lamp,9,2023-12-24 19:58:00,27.41,10723,United Kingdom,246.69
541778,84406B,Storage Box,19,2024-06-25 03:55:00,70.01,10612,Nigeria,1330.19
541779,84406B,Storage Box,14,2024-04-20 13:55:00,113.68,10155,Ireland,1591.52
541780,22752,Gift Bag,19,2024-09-09 01:15:00,25.11,10751,Netherlands,477.09
541781,71053,Coffee Mug,9,2023-11-18 21:54:00,110.73,10596,United Kingdom,996.57
541782,90019,Water Bottle,12,2023-12-04 18:16:00,40.0,10824,Nigeria,480.0
541783,71053,Coffee Mug,6,2024-06-17 04:10:00,33.69,10180,France,202.14
541784,85123A,White Hanging Heart,2,2024-09-27 15:25:00,120.82,10656,Ireland,241.64
541785,90019,Water Bottle,18,2023-03-29 15:21:00,103.08,10963,United Kingdom,1855.44
541786,22752,Gift Bag,6,2024-01-03 04:06:00,83.78,10610,Germany,502.68
541787,22423,LED Lamp,12,2023-03-25 18:12:00,101.37,10408,France,1216.44
541788,22423,LED Lamp,13,2023-12-03 16:34:00,42.78,10865,France,556.14
541789,85123A,White Hanging Heart,9,2024-11-17 03:37:00,133.84,10010,Nigeria,1204.56
541790,90019,Water Bottle,13,2024-03-31 14:06:00,93.1,10730,Ireland,1210.3
541791,47566,Notebook,3,2023-12-11 09:12:00,142.66,10147,Ireland,427.98
541792,85123A,White Hanging Heart,13,2023-01-13 07:27:00,13.44,10220,Spain,174.72
541793,85123A,White Hanging Heart,5,2023-10-22 06:56:00,3.2,10921,Ireland,16.0
541794,22752,Gift Bag,9,2023-06-26 13:37:00,70.91,10725,Germany,638.19
541795,84406B,Storage Box,12,2024-12-30 07:48:00,66.47,10439,France,797.64
541796,90019,Water Bottle,17,2023-07-01 11:58:00,28.66,10583,United Kingdom,487.22
541797,71053,Coffee Mug,13,2023-02-06 11:07:00,71.15,10187,Netherlands,924.95
541798,22752,Gift Bag,5,2023-08-28 03:51:00,11.23,10567,Spain,56.15
541799,71053,Coffee Mug,14,2023-07-26 23:20:00,122.14,10823,United Kingdom,1709.96
541800,84406B,Storage Box,7,2024-09-05 21:48:00,12.5,10357,Nigeria,87.5
541801,22423,LED Lamp,11,2024-08-04 07:58:00,85.4,10311,Germany,939.4
541802,22423,LED Lamp,11,2024-11-01 14:32:00,101.25,10806,Nigeria,1113.75
541803,85123A,White Hanging Heart,11,2023-03-14 09:31:00,72.05,10191,Nigeria,792.55
541804,84406B,Storage Box,17,2024-12-30 15:58:00,108.95,10437,Nigeria,1852.15
541805,90019,Water Bottle,3,2023-06-30 08:42:00,52.44,10735,Nigeria,157.32
541806,22423,LED Lamp,15,2023-02-01 07:01:00,67.46,10766,Nigeria,1011.9
541807,22423,LED Lamp,10,2024-06-30 16:35:00,132.43,10002,France,1324.3
541808,22423,LED Lamp,19,2023-02-25 01:55:00,80.74,10157,Germany,1534.06
541809,85123A,White Hanging Heart,19,2024-06-14 12:47:00,133.31,10476,Ireland,2532.89
541810,84406B,Storage Box,15,2024-11-14 20:48:00,26.93,10082,United Kingdom,403.95
541811,22423,LED Lamp,4,2023-01-11 09:00:00,141.09,10373,Netherlands,564.36
541812,22423,LED Lamp,12,2024-08-10 02:39:00,16.52,10836,France,198.24
541813,47566,Notebook,12,2024-01-20 23:49:00,11.49,10101,Nigeria,137.88
541814,84406B,Storage Box,3,2023-08-13 09:27:00,32.58,10771,Nigeria,97.74
541815,90019,Water Bottle,4,2024-10-25 04:43:00,7.51,10733,United Kingdom,30.04
541816,71053,Coffee Mug,14,2023-11-30 08:02:00,100.75,10542,France,1410.5
541817,84406B,Storage Box,18,2024-01-12 11:15:00,62.37,10946,Spain,1122.66
541818,90019,Water Bottle,15,2024-04-22 16:23:00,51.21,10535,Ireland,768.15
541819,90019,Water Bottle,12,2024-11-04 05:27:00,101.58,10555,Nigeria,1218.96
541820,84406B,Storage Box,12,2023-06-18 18:24:00,77.07,10349,Germany,924.84
