Property_ID,City,Region,Property_Type,Bedrooms,Bathrooms,Size_sqft,Year_Built,Listing_Type,Days_On_Market,Garage,Swimming_Pool,Garden,Price,Agent_Name
1414,Abuja,East,Bungalow,3,4,5915,2001,Rent,27,Yes,Yes,No,1233712.0,Agent_14
1415,Lagos,North,Bungalow,6,2,787,1994,Sale,36,No,Yes,Yes,272746.0,Agent_15
1416,Enugu,East,Bungalow,3,3,3695,1991,Sale,160,Yes,Yes,No,553616.0,Agent_16
1417,Lagos,East,Apartment,3,3,1375,2005,Sale,31,Yes,Yes,Yes,340443.0,Agent_17
1418,Ibadan,South,Bungalow,2,4,2492,2019,Rent,127,Yes,No,Yes,353970.0,Agent_18
1419,Abuja,North,Apartment,6,1,3425,2013,Sale,262,Yes,No,No,690990.0,Agent_19
1420,Kano,West,Duplex,2,3,1620,2019,Rent,345,Yes,No,Yes,202996.0,Agent_20
1421,Enugu,South,Bungalow,6,4,5810,2000,Rent,210,No,Yes,Yes,873194.0,Agent_21
1422,Abuja,West,Duplex,5,1,946,2003,Sale,150,No,Yes,Yes,361683.0,Agent_22
1423,Ibadan,West,Villa,2,4,3332,2012,Sale,31,Yes,No,Yes,477106.0,Agent_23
1424,Enugu,North,Duplex,2,1,4068,2005,Rent,100,No,No,No,610394.0,Agent_24
1425,Port Harcourt,East,Villa,2,5,3396,2010,Rent,329,Yes,No,Yes,626935.0,Agent_25
1426,Lagos,North,Duplex,7,1,1221,1993,Sale,302,No,No,Yes,408475.0,Agent_26
1427,Ibadan,West,Apartment,4,2,2663,2022,Sale,353,Yes,Yes,Yes,431056.0,Agent_27
1428,Port Harcourt,South,Duplex,2,5,3082,2003,Rent,219,No,No,No,546705.0,Agent_28
1429,Abuja,West,Apartment,1,4,1851,2008,Rent,253,Yes,Yes,No,461247.0,Agent_29
1430,Kano,South,Apartment,1,5,4480,1994,Sale,171,No,No,Yes,557877.0,Agent_30
1431,Enugu,South,Bungalow,6,5,5002,2025,Rent,257,Yes,Yes,No,855982.0,Agent_31
1432,Lagos,North,Apartment,5,4,3884,2020,Rent,57,Yes,Yes,No,935814.0,Agent_32
1433,Enugu,West,Villa,4,4,2225,2007,Sale,9,No,Yes,No,441474.0,Agent_33
1434,Abuja,East,Bungalow,7,2,1193,2020,Sale,5,Yes,Yes,No,340772.0,Agent_34
1435,Enugu,West,Bungalow,6,4,3913,2019,Rent,335,Yes,No,No,644117.0,Agent_35
1436,Lagos,West,Duplex,1,3,994,2010,Rent,114,No,Yes,No,203795.0,Agent_36
1437,Abuja,East,Apartment,4,3,1447,2019,Sale,265,No,Yes,No,354832.0,Agent_37
1438,Enugu,North,Apartment,4,2,522,1993,Rent,173,Yes,No,Yes,156159.0,Agent_38
1439,Kano,West,Villa,5,1,1628,1994,Sale,220,Yes,No,Yes,273957.0,Agent_39
1440,Ibadan,West,Duplex,4,1,1057,1999,Rent,205,Yes,No,Yes,196742.0,Agent_40
1441,Abuja,South,Duplex,2,3,2116,2016,Sale,24,Yes,No,No,410488.0,Agent_41
1442,Ibadan,West,Bungalow,4,4,5536,2005,Rent,170,No,Yes,Yes,779332.0,Agent_42
1443,Abuja,East,Bungalow,5,2,4230,2019,Rent,103,Yes,No,No,933100.0,Agent_43
1444,Kano,South,Bungalow,6,1,5841,2002,Rent,60,Yes,Yes,No,686357.0,Agent_44
1445,Ibadan,North,Villa,5,1,2156,2025,Sale,86,No,No,Yes,294524.0,Agent_45
1446,Port Harcourt,South,Villa,7,5,4673,2010,Sale,255,No,Yes,Yes,916063.0,Agent_46
1447,Lagos,East,Bungalow,5,3,5941,2004,Sale,165,Yes,No,Yes,1306426.0,Agent_47
1448,Port Harcourt,East,Duplex,1,4,1306,2009,Rent,167,No,No,Yes,264827.0,Agent_48
1449,Enugu,South,Villa,2,2,3812,2009,Rent,84,No,No,No,569587.0,Agent_49
1450,Kano,North,Duplex,1,1,5637,1994,Sale,202,No,No,Yes,619005.0,Agent_50
1451,Port Harcourt,South,Duplex,6,5,5363,2021,Sale,90,Yes,Yes,Yes,955936.0,Agent_1
1452,Abuja,North,Apartment,3,3,953,1995,Rent,89,Yes,No,No,294558.0,Agent_2
1453,Enugu,South,Bungalow,6,3,3475,2019,Rent,120,Yes,Yes,No,581555.0,Agent_3
1454,Enugu,East,Apartment,2,2,2824,2015,Rent,156,No,Yes,No,429481.0,Agent_4
1455,Port Harcourt,West,Bungalow,4,1,1947,2002,Rent,188,Yes,No,No,410639.0,Agent_5
1456,Port Harcourt,West,Bungalow,5,2,5646,2018,Sale,188,Yes,No,No,993712.0,Agent_6
1457,Kano,North,Duplex,3,2,3061,1994,Sale,262,Yes,Yes,Yes,368915.0,Agent_7
1458,Lagos,North,Bungalow,2,5,3011,2014,Rent,52,No,Yes,Yes,701326.0,Agent_8
1459,Port Harcourt,North,Duplex,1,3,3371,2002,Rent,140,Yes,Yes,No,512365.0,Agent_9
1460,Port Harcourt,East,Duplex,5,4,862,2013,Rent,19,Yes,Yes,Yes,334886.0,Agent_10
1461,Ibadan,South,Bungalow,6,3,3954,2020,Sale,75,Yes,Yes,No,575866.0,Agent_11
1462,Abuja,East,Duplex,1,3,3298,2009,Sale,230,Yes,No,Yes,696578.0,Agent_12
1463,Ibadan,West,Duplex,2,5,5120,1997,Rent,130,No,No,Yes,697052.0,Agent_13
1464,Ibadan,North,Duplex,2,4,3953,1998,Rent,55,Yes,Yes,Yes,581604.0,Agent_14
1465,Enugu,South,Villa,6,1,3755,2010,Rent,271,Yes,No,Yes,606883.0,Agent_15
1466,Lagos,West,Duplex,3,4,1717,2009,Rent,100,No,Yes,Yes,432104.0,Agent_16
1467,Abuja,West,Villa,6,1,1985,2004,Rent,69,No,No,No,524538.0,Agent_17
1468,Kano,West,Villa,4,4,2603,2015,Rent,299,No,Yes,Yes,328125.0,Agent_18
1469,Kano,East,Duplex,1,2,5849,2000,Sale,17,No,No,Yes,635241.0,Agent_19
1470,Port Harcourt,North,Duplex,3,4,3036,2000,Sale,354,No,No,Yes,621882.0,Agent_20
1471,Port Harcourt,West,Villa,5,5,2355,2016,Sale,116,Yes,Yes,Yes,575582.0,Agent_21
1472,Kano,North,Villa,7,1,5317,2019,Rent,152,No,No,No,687510.0,Agent_22
1473,Port Harcourt,East,Duplex,4,3,1707,2008,Rent,330,No,Yes,No,440060.0,Agent_23
1474,Lagos,West,Duplex,3,5,1948,2023,Rent,116,No,Yes,No,536075.0,Agent_24
1475,Ibadan,East,Bungalow,7,1,5994,2012,Sale,30,Yes,No,Yes,853160.0,Agent_25
1476,Port Harcourt,East,Villa,7,1,2007,1990,Rent,323,Yes,Yes,No,439157.0,Agent_26
1477,Enugu,North,Villa,1,3,1503,1992,Sale,51,Yes,No,No,268849.0,Agent_27
1478,Port Harcourt,West,Bungalow,2,2,1425,1992,Rent,60,No,No,No,264752.0,Agent_28
1479,Abuja,East,Villa,5,5,5451,2017,Rent,229,Yes,Yes,No,1228131.0,Agent_29
1480,Lagos,West,Apartment,6,3,583,2003,Rent,259,No,No,Yes,332989.0,Agent_30
1481,Abuja,North,Villa,1,3,4242,2019,Sale,360,No,Yes,Yes,843326.0,Agent_31
1482,Abuja,East,Bungalow,4,2,4427,1994,Sale,5,Yes,Yes,Yes,925124.0,Agent_32
1483,Enugu,North,Apartment,7,5,2042,2004,Sale,28,Yes,No,Yes,440551.0,Agent_33
1484,Lagos,West,Duplex,4,3,1485,2003,Rent,254,Yes,Yes,No,369373.0,Agent_34
1485,Lagos,West,Bungalow,7,2,4731,2003,Sale,364,No,No,Yes,1079765.0,Agent_35
1486,Lagos,North,Bungalow,2,5,5802,1997,Rent,231,Yes,No,Yes,1279077.0,Agent_36
1487,Lagos,South,Duplex,2,4,5791,1997,Rent,357,Yes,Yes,Yes,1164064.0,Agent_37
1488,Lagos,East,Bungalow,5,1,1408,2008,Sale,200,Yes,No,No,382443.0,Agent_38
1489,Enugu,West,Villa,6,2,3408,2021,Sale,332,Yes,Yes,No,587652.0,Agent_39
1490,Port Harcourt,West,Duplex,5,1,5185,2020,Rent,271,Yes,Yes,No,890338.0,Agent_40
1491,Abuja,East,Bungalow,2,4,5551,2018,Rent,339,No,Yes,Yes,1117982.0,Agent_41
1492,Lagos,North,Duplex,2,3,3237,2000,Rent,304,No,Yes,Yes,629280.0,Agent_42
1493,Port Harcourt,North,Duplex,4,3,3086,2002,Rent,46,Yes,No,Yes,561519.0,Agent_43
1494,Port Harcourt,North,Duplex,2,5,1643,2016,Sale,28,No,Yes,Yes,318599.0,Agent_44
1495,Abuja,South,Apartment,3,2,1831,2008,Sale,7,No,Yes,No,461906.0,Agent_45
1496,Enugu,South,Bungalow,7,2,3848,2015,Sale,232,No,Yes,Yes,676298.0,Agent_46
1497,Kano,West,Apartment,1,5,2053,1998,Rent,199,Yes,No,No,305124.0,Agent_47
1498,Kano,North,Bungalow,2,1,2842,2017,Rent,94,No,No,No,316726.0,Agent_48
1499,Port Harcourt,East,Villa,5,3,2306,2021,Rent,82,Yes,Yes,Yes,523484.0,Agent_49
1500,Ibadan,West,Villa,6,3,2600,1992,Sale,88,No,No,No,414554.0,Agent_50
1501,Ibadan,East,Villa,7,2,1305,2021,Rent,186,Yes,No,Yes,254396.0,Agent_1
1502,Abuja,West,Bungalow,7,2,4647,1994,Rent,243,No,Yes,Yes,956978.0,Agent_2
1503,Kano,South,Duplex,6,5,3275,1997,Sale,68,No,Yes,Yes,481066.0,Agent_3
1504,Port Harcourt,West,Duplex,6,4,571,2003,Sale,311,Yes,No,Yes,303605.0,Agent_4
1505,Enugu,South,Apartment,7,1,527,1992,Rent,187,Yes,No,No,163706.0,Agent_5
1506,Kano,West,Apartment,3,4,968,2013,Sale,239,No,No,No,212114.0,Agent_6
1507,Port Harcourt,North,Villa,5,4,4483,2002,Rent,218,Yes,Yes,Yes,788525.0,Agent_7
1508,Port Harcourt,East,Apartment,3,2,1263,2018,Sale,108,Yes,No,No,307347.0,Agent_8
1509,Lagos,North,Bungalow,2,2,1924,1997,Rent,307,Yes,No,No,392520.0,Agent_9
1510,Enugu,West,Bungalow,1,2,2748,2020,Sale,38,Yes,No,No,390030.0,Agent_10
1511,Lagos,West,Apartment,6,4,4332,2015,Sale,349,No,No,Yes,952912.0,Agent_11
1512,Abuja,West,Apartment,5,1,5415,2007,Sale,276,Yes,Yes,Yes,1041726.0,Agent_12
1513,Lagos,South,Apartment,6,2,4560,2007,Sale,10,No,Yes,Yes,1057072.0,Agent_13
1514,Lagos,East,Apartment,3,3,4570,1996,Rent,26,No,Yes,No,963141.0,Agent_14
1515,Kano,East,Villa,4,1,2175,2005,Rent,48,Yes,No,Yes,260137.0,Agent_15
1516,Ibadan,West,Villa,2,3,1059,2022,Sale,347,Yes,Yes,Yes,184545.0,Agent_16
1517,Port Harcourt,West,Apartment,1,1,4974,1992,Rent,14,Yes,No,Yes,836684.0,Agent_17
1518,Enugu,South,Bungalow,2,2,4331,1993,Sale,100,Yes,No,Yes,634744.0,Agent_18
1519,Lagos,North,Villa,4,5,2418,2025,Sale,187,No,Yes,Yes,596454.0,Agent_19
1520,Enugu,North,Bungalow,1,2,5671,1993,Rent,12,No,No,Yes,811773.0,Agent_20
1521,Ibadan,East,Duplex,4,4,578,1998,Rent,279,Yes,No,No,115086.0,Agent_21
1522,Ibadan,South,Bungalow,2,4,5429,2006,Rent,341,No,No,Yes,760732.0,Agent_22
1523,Lagos,West,Apartment,3,1,4147,2006,Rent,328,Yes,Yes,No,958725.0,Agent_23
1524,Abuja,East,Duplex,7,4,1531,2022,Rent,167,No,Yes,Yes,481670.0,Agent_24
1525,Lagos,South,Villa,2,2,2572,2009,Rent,122,No,Yes,No,490373.0,Agent_25
1526,Kano,North,Villa,2,3,5045,2003,Rent,95,No,Yes,No,597896.0,Agent_26
1527,Port Harcourt,South,Duplex,2,2,1984,2011,Sale,25,Yes,Yes,No,380817.0,Agent_27
1528,Abuja,North,Bungalow,5,1,2745,2016,Rent,17,Yes,Yes,Yes,641790.0,Agent_28
1529,Lagos,South,Villa,4,4,2050,1992,Sale,29,No,Yes,Yes,482806.0,Agent_29
1530,Enugu,East,Apartment,4,3,5285,2013,Rent,323,Yes,Yes,No,766758.0,Agent_30
1531,Abuja,North,Duplex,6,5,5997,2019,Rent,341,Yes,Yes,No,1288800.0,Agent_31
1532,Abuja,East,Apartment,4,3,5182,1997,Sale,313,No,Yes,Yes,1085484.0,Agent_32
1533,Lagos,East,Duplex,6,3,2329,2011,Sale,72,Yes,No,Yes,695275.0,Agent_33
1534,Abuja,North,Villa,5,2,4251,2014,Sale,270,Yes,Yes,Yes,969666.0,Agent_34
1535,Enugu,North,Bungalow,3,5,5222,1999,Sale,250,No,No,No,808469.0,Agent_35
1536,Ibadan,West,Duplex,6,1,2531,2018,Rent,295,No,No,No,356287.0,Agent_36
1537,Abuja,West,Duplex,2,1,4959,1990,Rent,144,No,Yes,No,1018240.0,Agent_37
1538,Ibadan,West,Apartment,3,3,4356,2010,Sale,274,No,Yes,No,616556.0,Agent_38
1539,Enugu,East,Villa,7,3,2682,2013,Sale,223,Yes,No,No,509254.0,Agent_39
1540,Lagos,East,Apartment,5,4,4969,1998,Rent,75,Yes,Yes,Yes,1139466.0,Agent_40
1541,Port Harcourt,West,Villa,4,5,2594,2015,Rent,102,No,Yes,No,544705.0,Agent_41
1542,Abuja,East,Apartment,6,3,4403,1998,Sale,20,No,No,No,936765.0,Agent_42
1543,Port Harcourt,East,Duplex,2,4,3532,2009,Rent,117,Yes,Yes,Yes,653420.0,Agent_43
1544,Enugu,North,Apartment,1,5,5980,2024,Rent,174,Yes,Yes,Yes,901960.0,Agent_44
1545,Abuja,North,Bungalow,7,1,2048,2025,Sale,173,Yes,No,Yes,472833.0,Agent_45
1546,Ibadan,East,Villa,1,4,5765,2025,Sale,4,No,No,No,772378.0,Agent_46
1547,Kano,West,Villa,3,5,867,1998,Sale,340,No,No,Yes,149940.0,Agent_47
1548,Port Harcourt,South,Duplex,4,4,564,2011,Sale,148,No,Yes,No,252522.0,Agent_48
1549,Abuja,West,Villa,1,3,3799,1990,Rent,114,No,No,Yes,783849.0,Agent_49
1550,Port Harcourt,South,Bungalow,3,2,5349,1994,Sale,321,Yes,Yes,No,853126.0,Agent_50
1551,Abuja,West,Apartment,5,1,2535,1998,Rent,167,No,Yes,No,633824.0,Agent_1
1552,Lagos,North,Duplex,3,3,3363,2008,Rent,300,No,Yes,Yes,762515.0,Agent_2
1553,Ibadan,East,Bungalow,7,3,2376,1997,Rent,118,Yes,No,No,437276.0,Agent_3
1554,Port Harcourt,East,Villa,3,5,5351,2021,Rent,100,No,Yes,Yes,884068.0,Agent_4
1555,Kano,North,Villa,7,4,2728,2002,Sale,274,Yes,Yes,No,392247.0,Agent_5
1556,Kano,South,Bungalow,3,1,1096,2009,Rent,175,No,No,No,129868.0,Agent_6
1557,Enugu,South,Apartment,2,3,4106,2025,Sale,159,Yes,No,No,571728.0,Agent_7
1558,Abuja,South,Apartment,3,5,3174,2019,Rent,227,Yes,Yes,Yes,639276.0,Agent_8
1559,Port Harcourt,North,Duplex,6,1,4389,1999,Sale,38,Yes,No,No,842836.0,Agent_9
1560,Enugu,South,Villa,3,4,4006,2020,Rent,198,No,Yes,Yes,574340.0,Agent_10
1561,Port Harcourt,North,Bungalow,2,3,2334,2014,Rent,136,No,Yes,No,460979.0,Agent_11
1562,Abuja,West,Apartment,2,3,1895,2018,Sale,104,No,Yes,No,350882.0,Agent_12
1563,Kano,West,Duplex,5,3,2086,2013,Sale,193,No,No,Yes,345548.0,Agent_13
1564,Lagos,North,Villa,7,1,611,2010,Sale,250,No,No,Yes,219365.0,Agent_14
1565,Kano,East,Villa,4,1,952,1998,Sale,13,No,Yes,No,157415.0,Agent_15
1566,Enugu,West,Duplex,1,1,3303,1991,Rent,55,Yes,Yes,No,424774.0,Agent_16
1567,Ibadan,South,Duplex,1,1,3131,1993,Rent,344,No,Yes,No,422811.0,Agent_17
1568,Lagos,North,Apartment,3,5,2686,1997,Rent,85,No,Yes,No,693797.0,Agent_18
1569,Enugu,South,Bungalow,5,2,5858,2021,Rent,109,Yes,No,No,819569.0,Agent_19
1570,Abuja,South,Villa,3,5,4848,2003,Rent,43,Yes,No,No,1006204.0,Agent_20
1571,Lagos,East,Bungalow,1,3,2504,2002,Sale,71,No,No,Yes,576520.0,Agent_21
1572,Enugu,South,Villa,7,5,1959,2010,Sale,268,Yes,No,No,400421.0,Agent_22
1573,Abuja,East,Villa,7,4,2442,2013,Rent,59,No,No,Yes,658623.0,Agent_23
1574,Kano,West,Bungalow,7,1,3993,2007,Sale,44,Yes,Yes,No,554697.0,Agent_24
1575,Ibadan,North,Duplex,2,4,5922,2015,Rent,272,No,No,No,734775.0,Agent_25
1576,Abuja,South,Apartment,4,4,2357,2021,Rent,14,Yes,Yes,Yes,580182.0,Agent_26
1577,Port Harcourt,North,Villa,5,3,5696,2022,Sale,112,Yes,Yes,No,1079130.0,Agent_27
1578,Abuja,South,Duplex,2,1,561,2020,Rent,314,No,No,No,212702.0,Agent_28
1579,Abuja,North,Villa,4,4,1994,2007,Sale,228,No,No,Yes,511554.0,Agent_29
1580,Ibadan,South,Apartment,5,3,1680,2024,Rent,169,Yes,Yes,No,290004.0,Agent_30
1581,Port Harcourt,South,Villa,5,1,5401,2001,Sale,291,Yes,Yes,Yes,888822.0,Agent_31
1582,Enugu,South,Apartment,1,2,3288,2014,Rent,246,Yes,Yes,No,496240.0,Agent_32
1583,Enugu,South,Apartment,2,3,2375,2020,Rent,266,Yes,No,No,328564.0,Agent_33
1584,Abuja,South,Villa,5,5,2708,1999,Sale,337,No,No,Yes,706534.0,Agent_34
1585,Port Harcourt,South,Villa,6,1,5136,2023,Rent,243,Yes,No,Yes,871055.0,Agent_35
1586,Port Harcourt,South,Apartment,7,4,5221,1992,Rent,158,Yes,No,No,992412.0,Agent_36
1587,Ibadan,South,Duplex,5,4,605,1997,Sale,300,No,Yes,Yes,130441.0,Agent_37
1588,Kano,South,Bungalow,4,5,1654,2021,Sale,327,No,No,Yes,240490.0,Agent_38
1589,Enugu,North,Apartment,1,5,3928,2018,Sale,18,No,Yes,Yes,524706.0,Agent_39
1590,Ibadan,East,Villa,3,4,4587,2011,Rent,83,No,No,No,609556.0,Agent_40
1591,Lagos,South,Villa,7,1,2208,2009,Sale,335,No,No,Yes,590309.0,Agent_41
1592,Enugu,East,Duplex,1,3,3323,1995,Sale,231,No,No,Yes,458878.0,Agent_42
1593,Ibadan,South,Bungalow,3,5,4425,2018,Sale,342,Yes,Yes,Yes,615158.0,Agent_43
1594,Enugu,South,Apartment,2,5,2408,2006,Rent,253,Yes,Yes,Yes,446870.0,Agent_44
1595,Kano,North,Apartment,2,5,2549,2020,Sale,167,Yes,No,Yes,326114.0,Agent_45
1596,Lagos,West,Bungalow,5,2,4964,2023,Rent,42,No,Yes,No,1115610.0,Agent_46
1597,Kano,West,Apartment,6,1,1774,1993,Rent,249,No,Yes,No,247309.0,Agent_47
1598,Lagos,North,Bungalow,2,1,1445,1991,Sale,248,Yes,No,No,354670.0,Agent_48
1599,Abuja,East,Villa,5,1,4404,2001,Rent,286,Yes,No,No,905566.0,Agent_49
1600,Ibadan,West,Bungalow,7,1,2727,2024,Rent,20,No,Yes,No,435461.0,Agent_50
1601,Lagos,North,Apartment,1,1,4296,1995,Rent,352,No,No,Yes,801976.0,Agent_1
1602,Kano,North,Bungalow,2,4,792,1997,Rent,42,Yes,Yes,Yes,130894.0,Agent_2
1603,Enugu,West,Duplex,1,5,5179,2010,Rent,345,Yes,Yes,No,757737.0,Agent_3
1604,Lagos,East,Villa,1,4,2722,2024,Sale,87,Yes,No,Yes,574342.0,Agent_4
1605,Ibadan,North,Villa,6,2,4473,2004,Sale,261,Yes,Yes,Yes,612098.0,Agent_5
1606,Lagos,South,Bungalow,2,3,2991,1996,Sale,306,Yes,No,Yes,592491.0,Agent_6
1607,Port Harcourt,East,Apartment,1,5,2975,2004,Rent,297,No,Yes,No,585920.0,Agent_7
1608,Enugu,East,Duplex,6,2,5360,1995,Sale,350,Yes,Yes,Yes,797913.0,Agent_8
1609,Ibadan,West,Villa,6,4,4229,2006,Rent,240,Yes,Yes,Yes,610275.0,Agent_9
1610,Ibadan,West,Villa,2,3,5900,1993,Rent,167,No,Yes,No,749429.0,Agent_10
1611,Abuja,South,Apartment,6,2,927,2011,Rent,313,Yes,Yes,No,345518.0,Agent_11
1612,Kano,North,Apartment,2,3,3472,2021,Rent,219,No,Yes,Yes,381997.0,Agent_12
1613,Abuja,West,Duplex,2,2,606,2011,Sale,133,No,No,Yes,114200.0,Agent_13
1614,Ibadan,West,Bungalow,3,4,4119,2016,Rent,207,Yes,Yes,No,538945.0,Agent_14
1615,Enugu,East,Apartment,1,3,5254,2004,Sale,51,Yes,Yes,No,765459.0,Agent_15
1616,Lagos,West,Bungalow,4,2,3833,2011,Sale,106,No,Yes,Yes,932154.0,Agent_16
1617,Lagos,West,Duplex,2,4,4492,2017,Rent,184,No,No,Yes,894763.0,Agent_17
1618,Enugu,West,Bungalow,1,5,5778,1998,Sale,201,No,Yes,No,839684.0,Agent_18
1619,Ibadan,West,Villa,7,4,1725,2023,Sale,11,Yes,Yes,Yes,319784.0,Agent_19
1620,Lagos,East,Bungalow,6,4,4504,2025,Sale,254,Yes,Yes,No,1059094.0,Agent_20
1621,Lagos,South,Duplex,5,5,4750,1998,Rent,150,Yes,No,No,1038088.0,Agent_21
1622,Lagos,South,Duplex,2,4,3868,2004,Rent,354,Yes,No,No,828600.0,Agent_22
1623,Kano,North,Duplex,6,5,1395,2009,Rent,355,Yes,No,Yes,270730.0,Agent_23
1624,Kano,West,Bungalow,6,5,4405,1997,Sale,96,No,Yes,Yes,585707.0,Agent_24
1625,Port Harcourt,East,Villa,6,5,2120,2017,Sale,106,Yes,Yes,No,529764.0,Agent_25
1626,Abuja,North,Apartment,6,2,5588,2008,Rent,143,Yes,Yes,No,1131980.0,Agent_26
1627,Enugu,North,Villa,6,3,4363,2005,Rent,166,No,No,No,728404.0,Agent_27
1628,Enugu,South,Bungalow,2,2,2792,2000,Sale,1,Yes,Yes,No,468633.0,Agent_28
1629,Enugu,East,Bungalow,7,5,5919,1997,Rent,46,Yes,No,Yes,910529.0,Agent_29
1630,Port Harcourt,East,Apartment,4,3,1885,2022,Rent,242,Yes,No,No,348860.0,Agent_30
1631,Kano,East,Bungalow,3,3,4399,1999,Sale,344,No,Yes,No,512050.0,Agent_31
1632,Ibadan,South,Duplex,6,5,4092,2007,Sale,278,No,Yes,No,664462.0,Agent_32
1633,Ibadan,South,Duplex,6,3,2933,2024,Rent,3,Yes,No,Yes,445358.0,Agent_33
1634,Port Harcourt,South,Duplex,3,3,3306,1992,Rent,142,Yes,Yes,No,597466.0,Agent_34
1635,Ibadan,South,Duplex,7,2,3883,2016,Rent,61,Yes,No,No,546606.0,Agent_35
1636,Enugu,South,Duplex,7,3,1801,2017,Rent,294,No,No,No,390270.0,Agent_36
1637,Abuja,West,Bungalow,2,5,1258,1995,Sale,225,No,Yes,No,346000.0,Agent_37
1638,Lagos,West,Apartment,1,1,1246,2003,Rent,302,Yes,Yes,No,236658.0,Agent_38
1639,Kano,East,Apartment,5,1,1092,1996,Rent,170,Yes,Yes,Yes,173576.0,Agent_39
1640,Kano,North,Duplex,5,1,3386,1999,Sale,134,Yes,Yes,Yes,429473.0,Agent_40
1641,Port Harcourt,East,Bungalow,1,5,4611,2004,Sale,41,Yes,Yes,Yes,839612.0,Agent_41
1642,Kano,North,Villa,2,1,5588,2020,Sale,231,No,Yes,No,660247.0,Agent_42
1643,Enugu,South,Villa,5,2,1568,2018,Sale,226,No,Yes,No,284350.0,Agent_43
1644,Ibadan,North,Bungalow,7,5,5940,2006,Sale,139,Yes,No,Yes,889405.0,Agent_44
1645,Enugu,East,Duplex,3,5,3807,2018,Sale,110,No,Yes,No,545976.0,Agent_45
1646,Port Harcourt,East,Apartment,1,5,1202,2004,Sale,297,No,Yes,Yes,321116.0,Agent_46
1647,Enugu,North,Bungalow,7,3,5208,2015,Rent,57,Yes,Yes,No,827178.0,Agent_47
1648,Ibadan,West,Villa,4,3,604,2001,Rent,123,Yes,Yes,Yes,196023.0,Agent_48
1649,Abuja,South,Villa,2,3,1997,2014,Sale,240,Yes,No,Yes,396916.0,Agent_49
1650,Port Harcourt,South,Villa,1,4,4333,1994,Rent,86,Yes,Yes,No,747937.0,Agent_50
1651,Abuja,East,Duplex,5,2,895,1993,Rent,176,No,No,No,231656.0,Agent_1
1652,Lagos,West,Villa,2,5,4017,2020,Sale,63,Yes,No,Yes,883755.0,Agent_2
1653,Abuja,North,Bungalow,3,5,3153,1992,Sale,39,Yes,No,Yes,661082.0,Agent_3
1654,Lagos,South,Bungalow,2,3,3791,1992,Sale,138,Yes,No,No,757418.0,Agent_4
1655,Lagos,West,Villa,2,5,2510,2015,Sale,241,Yes,No,Yes,672800.0,Agent_5
1656,Abuja,South,Bungalow,3,5,4381,2006,Sale,226,No,Yes,No,985258.0,Agent_6
1657,Port Harcourt,West,Villa,6,1,5446,1999,Rent,206,Yes,No,Yes,924491.0,Agent_7
1658,Ibadan,West,Villa,3,5,2488,1991,Rent,164,Yes,No,No,355153.0,Agent_8
1659,Enugu,East,Apartment,7,4,5037,2013,Sale,27,No,Yes,No,817451.0,Agent_9
1660,Enugu,South,Duplex,2,3,2168,2000,Sale,183,Yes,No,No,384758.0,Agent_10
1661,Ibadan,North,Duplex,3,2,5468,2013,Rent,198,Yes,Yes,Yes,690309.0,Agent_11
1662,Lagos,East,Apartment,6,2,5262,2024,Rent,337,Yes,Yes,No,1126683.0,Agent_12
1663,Lagos,East,Apartment,7,1,1551,2012,Rent,107,No,Yes,No,507158.0,Agent_13
1664,Port Harcourt,North,Duplex,1,2,3341,2021,Sale,189,Yes,Yes,No,555629.0,Agent_14
1665,Kano,East,Villa,3,2,5223,2012,Sale,36,Yes,No,Yes,596767.0,Agent_15
1666,Abuja,West,Villa,3,3,4084,2023,Rent,85,Yes,No,No,816550.0,Agent_16
1667,Lagos,West,Duplex,2,3,847,2008,Sale,155,No,No,No,217746.0,Agent_17
1668,Enugu,South,Villa,7,4,1763,1991,Rent,169,Yes,Yes,No,406475.0,Agent_18
1669,Port Harcourt,South,Apartment,1,1,5613,1991,Sale,284,Yes,Yes,No,889110.0,Agent_19
1670,Abuja,North,Villa,4,2,5165,2004,Sale,272,Yes,Yes,No,1005645.0,Agent_20
1671,Port Harcourt,South,Villa,4,4,3242,2010,Rent,35,No,No,Yes,626959.0,Agent_21
1672,Abuja,West,Bungalow,5,1,2573,2024,Rent,184,No,Yes,No,563140.0,Agent_22
1673,Abuja,North,Bungalow,3,2,3648,1994,Sale,99,Yes,No,No,811461.0,Agent_23
1674,Ibadan,North,Bungalow,3,2,1851,2016,Rent,237,Yes,No,Yes,258219.0,Agent_24
1675,Lagos,South,Villa,1,3,3321,2013,Sale,122,No,Yes,Yes,775504.0,Agent_25
1676,Port Harcourt,West,Duplex,6,5,4327,1996,Rent,23,Yes,Yes,Yes,886109.0,Agent_26
1677,Port Harcourt,North,Apartment,4,1,1169,1995,Rent,63,No,Yes,Yes,314211.0,Agent_27
1678,Ibadan,West,Villa,5,2,5313,2022,Sale,326,No,Yes,No,756164.0,Agent_28
1679,Enugu,West,Duplex,1,1,3146,2006,Sale,150,No,Yes,Yes,476471.0,Agent_29
1680,Enugu,West,Villa,3,4,766,2019,Sale,195,Yes,No,No,172720.0,Agent_30
1681,Lagos,South,Apartment,4,4,1938,1997,Rent,80,No,No,Yes,483893.0,Agent_31
1682,Lagos,East,Villa,7,5,3193,1996,Rent,315,No,Yes,Yes,802749.0,Agent_32
