Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-102476,2024-01-15,Second Class,Customer 531,Corporate,Central,Furniture,Bookcases,Bookcases Model 536,1625.79,2,0.0,-42.15
ORD-102477,2024-07-11,Standard Class,Customer 549,Home Office,South,Furniture,Chairs,Chairs Model 228,944.89,1,0.1,286.89
ORD-102478,2023-08-18,Same Day,Customer 481,Corporate,West,Technology,Accessories,Accessories Model 223,1120.03,9,0.1,344.48
ORD-102479,2023-11-23,Same Day,Customer 204,Consumer,West,Office Supplies,Binders,Binders Model 108,273.98,8,0.3,36.61
ORD-102480,2023-03-16,First Class,Customer 145,Consumer,Central,Furniture,Chairs,Chairs Model 791,115.14,5,0.1,23.3
ORD-102481,2024-11-25,Same Day,Customer 709,Home Office,South,Office Supplies,Binders,Binders Model 580,1929.34,2,0.2,371.37
ORD-102482,2024-03-13,Same Day,Customer 111,Corporate,Central,Technology,Copiers,Copiers Model 826,1870.66,10,0.5,116.27
ORD-102483,2024-02-13,Standard Class,Customer 622,Home Office,South,Office Supplies,Paper,Paper Model 636,817.22,4,0.3,18.82
ORD-102484,2023-09-30,Second Class,Customer 166,Corporate,East,Furniture,Tables,Tables Model 790,51.83,7,0.5,6.27
ORD-102485,2024-01-09,Second Class,Customer 131,Consumer,West,Technology,Copiers,Copiers Model 878,408.63,5,0.3,49.39
ORD-102486,2024-12-21,First Class,Customer 490,Home Office,East,Furniture,Bookcases,Bookcases Model 531,46.3,1,0.0,2.91
ORD-102487,2024-05-19,First Class,Customer 39,Home Office,West,Furniture,Tables,Tables Model 144,1581.41,2,0.5,-234.95
ORD-102488,2023-06-05,Second Class,Customer 411,Corporate,East,Office Supplies,Storage,Storage Model 785,849.74,5,0.0,107.72
ORD-102489,2024-09-04,Second Class,Customer 226,Corporate,Central,Office Supplies,Paper,Paper Model 619,922.31,9,0.5,196.76
ORD-102490,2024-01-02,Standard Class,Customer 291,Home Office,South,Technology,Phones,Phones Model 583,994.15,10,0.0,169.06
ORD-102491,2024-01-29,Same Day,Customer 291,Home Office,East,Furniture,Tables,Tables Model 931,500.08,3,0.5,107.95
ORD-102492,2023-04-04,Same Day,Customer 434,Corporate,East,Furniture,Chairs,Chairs Model 897,1885.97,9,0.3,286.11
ORD-102493,2024-02-07,Second Class,Customer 738,Corporate,East,Furniture,Tables,Tables Model 397,1086.68,1,0.2,267.58
ORD-102494,2024-12-06,Same Day,Customer 681,Consumer,West,Furniture,Chairs,Chairs Model 411,1763.55,7,0.1,-195.13
ORD-102495,2023-03-30,First Class,Customer 214,Consumer,South,Furniture,Tables,Tables Model 998,1186.67,2,0.5,171.55
ORD-102496,2023-07-27,First Class,Customer 431,Home Office,East,Office Supplies,Storage,Storage Model 490,1464.67,10,0.1,475.66
ORD-102497,2023-01-14,Standard Class,Customer 604,Consumer,East,Technology,Phones,Phones Model 167,197.03,9,0.0,-14.66
ORD-102498,2023-04-27,Standard Class,Customer 178,Home Office,East,Office Supplies,Storage,Storage Model 443,1459.69,5,0.2,356.34
ORD-102499,2024-07-10,Standard Class,Customer 637,Home Office,East,Furniture,Tables,Tables Model 150,1763.95,5,0.5,247.3
ORD-102500,2024-10-10,Same Day,Customer 404,Consumer,West,Technology,Phones,Phones Model 624,898.09,2,0.3,-107.92
ORD-102501,2024-11-21,First Class,Customer 799,Corporate,Central,Furniture,Chairs,Chairs Model 887,1277.68,8,0.5,-217.14
ORD-102502,2023-08-14,First Class,Customer 698,Home Office,East,Furniture,Tables,Tables Model 790,165.83,4,0.0,-13.87
ORD-102503,2024-03-19,First Class,Customer 143,Consumer,West,Furniture,Bookcases,Bookcases Model 864,1004.45,5,0.1,152.77
ORD-102504,2024-03-08,First Class,Customer 664,Consumer,West,Furniture,Bookcases,Bookcases Model 515,1220.68,8,0.3,353.28
ORD-102505,2024-12-07,Same Day,Customer 129,Home Office,East,Office Supplies,Paper,Paper Model 518,1736.21,4,0.5,39.69
ORD-102506,2024-06-22,Same Day,Customer 795,Home Office,East,Office Supplies,Storage,Storage Model 570,1813.98,7,0.2,-233.9
ORD-102507,2023-06-12,Standard Class,Customer 584,Home Office,East,Furniture,Bookcases,Bookcases Model 558,384.47,7,0.3,13.74
ORD-102508,2023-11-29,Standard Class,Customer 475,Corporate,East,Furniture,Tables,Tables Model 927,354.64,6,0.5,75.38
ORD-102509,2023-04-19,Same Day,Customer 477,Consumer,South,Technology,Copiers,Copiers Model 430,288.45,10,0.2,40.42
ORD-102510,2023-10-31,First Class,Customer 760,Home Office,West,Office Supplies,Paper,Paper Model 424,69.38,1,0.1,20.15
ORD-102511,2023-10-25,Same Day,Customer 338,Corporate,East,Furniture,Bookcases,Bookcases Model 685,267.1,2,0.3,-29.59
ORD-102512,2023-12-27,Same Day,Customer 83,Home Office,West,Furniture,Bookcases,Bookcases Model 961,1737.46,5,0.2,383.36
ORD-102513,2023-02-10,Standard Class,Customer 736,Home Office,East,Technology,Accessories,Accessories Model 368,131.04,5,0.2,27.29
ORD-102514,2024-10-15,Same Day,Customer 358,Home Office,South,Technology,Copiers,Copiers Model 150,378.28,4,0.3,35.0
ORD-102515,2023-05-25,Second Class,Customer 349,Home Office,West,Technology,Phones,Phones Model 165,1187.51,9,0.0,-52.76
ORD-102516,2023-02-06,Standard Class,Customer 412,Home Office,Central,Office Supplies,Storage,Storage Model 252,996.95,3,0.1,136.81
ORD-102517,2023-07-13,Standard Class,Customer 394,Consumer,West,Furniture,Chairs,Chairs Model 113,827.99,8,0.1,206.48
ORD-102518,2023-01-21,Same Day,Customer 667,Home Office,South,Technology,Phones,Phones Model 242,1882.03,5,0.2,401.76
ORD-102519,2024-04-07,First Class,Customer 26,Home Office,Central,Technology,Copiers,Copiers Model 606,739.69,2,0.3,196.27
ORD-102520,2023-11-09,Same Day,Customer 695,Corporate,Central,Technology,Accessories,Accessories Model 150,794.24,7,0.5,-27.51
ORD-102521,2023-08-02,First Class,Customer 225,Corporate,Central,Technology,Accessories,Accessories Model 841,736.54,2,0.2,-19.21
ORD-102522,2024-11-02,Same Day,Customer 363,Home Office,East,Office Supplies,Paper,Paper Model 782,869.69,5,0.5,207.71
ORD-102523,2023-10-31,First Class,Customer 671,Home Office,South,Technology,Phones,Phones Model 745,1131.9,3,0.1,201.03
ORD-102524,2023-08-10,First Class,Customer 247,Consumer,West,Office Supplies,Paper,Paper Model 981,879.67,8,0.3,187.76
ORD-102525,2024-06-21,First Class,Customer 250,Consumer,South,Office Supplies,Paper,Paper Model 889,952.58,10,0.5,195.75
ORD-102526,2024-11-03,Same Day,Customer 612,Home Office,Central,Technology,Phones,Phones Model 987,1661.66,9,0.2,-7.74
ORD-102527,2023-01-25,Standard Class,Customer 370,Home Office,West,Furniture,Tables,Tables Model 710,1531.05,3,0.2,5.52
ORD-102528,2024-02-15,Second Class,Customer 288,Consumer,East,Technology,Accessories,Accessories Model 680,937.69,1,0.0,-72.19
ORD-102529,2024-04-02,First Class,Customer 277,Home Office,Central,Technology,Accessories,Accessories Model 782,470.01,1,0.3,116.63
ORD-102530,2023-01-30,First Class,Customer 113,Corporate,West,Furniture,Bookcases,Bookcases Model 792,145.6,3,0.1,4.48
ORD-102531,2024-10-13,Second Class,Customer 576,Consumer,Central,Technology,Copiers,Copiers Model 314,29.63,6,0.2,-3.84
ORD-102532,2023-05-23,Second Class,Customer 230,Corporate,Central,Furniture,Chairs,Chairs Model 292,1819.53,2,0.5,-147.07
ORD-102533,2023-04-13,Standard Class,Customer 282,Consumer,South,Technology,Copiers,Copiers Model 466,241.12,3,0.1,42.33
ORD-102534,2023-06-02,First Class,Customer 114,Home Office,West,Office Supplies,Paper,Paper Model 636,1111.69,6,0.3,275.42
ORD-102535,2024-06-25,First Class,Customer 83,Corporate,South,Office Supplies,Binders,Binders Model 141,401.03,10,0.2,6.76
ORD-102536,2024-08-21,First Class,Customer 353,Corporate,Central,Technology,Phones,Phones Model 873,479.66,4,0.0,-31.05
ORD-102537,2024-12-16,Second Class,Customer 557,Consumer,South,Technology,Accessories,Accessories Model 566,81.88,4,0.3,-8.1
ORD-102538,2023-09-14,First Class,Customer 488,Corporate,South,Furniture,Tables,Tables Model 836,782.84,3,0.1,204.04
ORD-102539,2023-04-14,First Class,Customer 539,Consumer,South,Office Supplies,Paper,Paper Model 501,364.12,3,0.3,-53.55
ORD-102540,2024-09-28,Standard Class,Customer 618,Corporate,East,Furniture,Bookcases,Bookcases Model 120,1867.16,4,0.3,181.04
ORD-102541,2023-12-11,Standard Class,Customer 319,Corporate,West,Technology,Copiers,Copiers Model 829,1900.64,6,0.3,332.86
ORD-102542,2024-08-27,Same Day,Customer 452,Consumer,West,Technology,Copiers,Copiers Model 277,1088.91,4,0.1,317.39
ORD-102543,2024-06-27,First Class,Customer 515,Corporate,West,Office Supplies,Binders,Binders Model 773,1841.12,5,0.5,424.88
ORD-102544,2023-02-28,Same Day,Customer 305,Corporate,West,Technology,Phones,Phones Model 979,307.59,3,0.5,51.42
ORD-102545,2023-09-01,First Class,Customer 786,Corporate,South,Technology,Phones,Phones Model 487,231.99,8,0.2,-18.64
ORD-102546,2024-09-16,Standard Class,Customer 767,Corporate,Central,Furniture,Bookcases,Bookcases Model 298,146.57,2,0.2,-1.21
ORD-102547,2023-07-27,First Class,Customer 231,Consumer,West,Technology,Copiers,Copiers Model 802,1300.86,3,0.1,99.05
ORD-102548,2024-05-10,Same Day,Customer 151,Home Office,West,Technology,Copiers,Copiers Model 789,977.62,8,0.0,43.32
ORD-102549,2024-02-04,Same Day,Customer 219,Consumer,West,Technology,Phones,Phones Model 962,1808.43,7,0.2,405.1
ORD-102550,2024-09-21,Same Day,Customer 235,Home Office,East,Furniture,Bookcases,Bookcases Model 260,185.09,2,0.0,42.39
ORD-102551,2023-09-10,Same Day,Customer 224,Home Office,South,Technology,Copiers,Copiers Model 545,806.2,8,0.0,204.84
ORD-102552,2024-01-03,Same Day,Customer 2,Corporate,Central,Furniture,Chairs,Chairs Model 454,291.08,10,0.5,31.17
ORD-102553,2023-03-24,First Class,Customer 326,Consumer,West,Technology,Copiers,Copiers Model 928,758.86,3,0.1,-71.78
ORD-102554,2024-10-23,Same Day,Customer 569,Home Office,West,Furniture,Chairs,Chairs Model 318,767.02,5,0.5,-69.17
ORD-102555,2023-02-26,Same Day,Customer 780,Corporate,West,Technology,Accessories,Accessories Model 343,356.8,1,0.2,30.81
ORD-102556,2024-09-11,Same Day,Customer 696,Corporate,Central,Office Supplies,Binders,Binders Model 740,1566.12,2,0.1,4.56
ORD-102557,2023-05-30,Standard Class,Customer 46,Consumer,East,Technology,Copiers,Copiers Model 950,495.39,9,0.3,41.5
ORD-102558,2024-04-02,First Class,Customer 103,Consumer,East,Technology,Phones,Phones Model 387,361.6,7,0.0,105.63
ORD-102559,2024-07-12,Second Class,Customer 549,Home Office,East,Furniture,Chairs,Chairs Model 470,634.8,4,0.1,-75.34
ORD-102560,2024-07-17,Same Day,Customer 536,Consumer,South,Furniture,Chairs,Chairs Model 327,1485.66,7,0.0,440.75
ORD-102561,2024-07-04,Same Day,Customer 252,Home Office,South,Furniture,Chairs,Chairs Model 714,1139.37,1,0.0,218.57
ORD-102562,2024-06-06,Same Day,Customer 494,Consumer,West,Office Supplies,Storage,Storage Model 143,1193.17,1,0.2,180.89
ORD-102563,2023-03-24,Same Day,Customer 10,Corporate,West,Office Supplies,Binders,Binders Model 544,528.82,4,0.0,132.86
ORD-102564,2024-01-09,First Class,Customer 107,Consumer,East,Office Supplies,Storage,Storage Model 569,1745.3,1,0.0,449.42
ORD-102565,2023-03-24,First Class,Customer 659,Corporate,Central,Technology,Accessories,Accessories Model 365,1534.2,6,0.5,213.35
ORD-102566,2024-04-28,Same Day,Customer 118,Home Office,East,Office Supplies,Storage,Storage Model 564,300.7,7,0.3,-1.55
ORD-102567,2023-08-30,Same Day,Customer 769,Consumer,South,Office Supplies,Binders,Binders Model 346,889.6,10,0.0,186.5
ORD-102568,2023-04-20,Same Day,Customer 795,Corporate,East,Office Supplies,Paper,Paper Model 125,286.25,6,0.3,52.73
ORD-102569,2023-08-01,Same Day,Customer 766,Corporate,West,Office Supplies,Paper,Paper Model 269,928.36,3,0.1,116.06
ORD-102570,2024-11-02,Standard Class,Customer 310,Corporate,South,Furniture,Bookcases,Bookcases Model 490,1856.71,3,0.2,297.53
ORD-102571,2023-07-29,Standard Class,Customer 74,Corporate,South,Office Supplies,Paper,Paper Model 897,1460.49,2,0.0,49.05
ORD-102572,2023-06-28,First Class,Customer 524,Consumer,West,Technology,Accessories,Accessories Model 715,1259.89,7,0.0,86.39
ORD-102573,2024-03-07,Standard Class,Customer 257,Corporate,Central,Technology,Copiers,Copiers Model 486,430.27,9,0.3,-18.13
ORD-102574,2024-08-30,Second Class,Customer 387,Home Office,East,Technology,Accessories,Accessories Model 103,1030.82,1,0.3,265.06
ORD-102575,2023-08-14,Second Class,Customer 412,Home Office,East,Office Supplies,Storage,Storage Model 806,983.11,2,0.5,210.62
ORD-102576,2023-07-05,Standard Class,Customer 678,Home Office,East,Office Supplies,Storage,Storage Model 594,1498.7,1,0.1,345.84
ORD-102577,2024-09-04,First Class,Customer 52,Corporate,East,Office Supplies,Paper,Paper Model 692,461.65,2,0.0,-37.09
ORD-102578,2024-04-07,Same Day,Customer 128,Home Office,East,Furniture,Bookcases,Bookcases Model 120,357.27,2,0.5,-46.23
ORD-102579,2024-04-02,Same Day,Customer 343,Home Office,South,Technology,Phones,Phones Model 638,1399.12,10,0.3,186.64
ORD-102580,2024-06-17,First Class,Customer 596,Home Office,South,Technology,Copiers,Copiers Model 739,1319.21,10,0.5,19.36
ORD-102581,2023-06-15,Standard Class,Customer 114,Corporate,South,Furniture,Tables,Tables Model 909,1861.12,6,0.1,-134.18
ORD-102582,2024-06-13,Standard Class,Customer 10,Corporate,West,Office Supplies,Paper,Paper Model 604,1480.78,4,0.5,116.86
ORD-102583,2024-12-24,Same Day,Customer 205,Consumer,East,Technology,Copiers,Copiers Model 710,640.5,8,0.1,-49.56
ORD-102584,2024-04-04,First Class,Customer 624,Corporate,East,Office Supplies,Paper,Paper Model 599,1639.59,9,0.3,-186.08
ORD-102585,2023-04-01,Standard Class,Customer 402,Home Office,East,Technology,Phones,Phones Model 814,1156.44,1,0.1,134.73
ORD-102586,2024-10-20,Same Day,Customer 357,Consumer,East,Furniture,Chairs,Chairs Model 217,1650.13,7,0.3,-206.95
ORD-102587,2023-07-19,Second Class,Customer 79,Corporate,Central,Furniture,Bookcases,Bookcases Model 374,854.75,10,0.0,223.13
ORD-102588,2023-11-14,Second Class,Customer 616,Corporate,Central,Furniture,Chairs,Chairs Model 480,1384.71,9,0.0,12.74
ORD-102589,2023-08-19,Second Class,Customer 697,Home Office,West,Office Supplies,Storage,Storage Model 256,696.66,8,0.3,171.87
ORD-102590,2023-08-12,First Class,Customer 796,Corporate,West,Office Supplies,Storage,Storage Model 548,1215.44,5,0.1,-66.27
ORD-102591,2024-12-18,Standard Class,Customer 645,Home Office,Central,Furniture,Bookcases,Bookcases Model 952,1484.74,8,0.2,164.72
ORD-102592,2023-04-19,Same Day,Customer 39,Consumer,South,Office Supplies,Binders,Binders Model 338,1641.42,10,0.1,325.0
ORD-102593,2024-01-02,First Class,Customer 326,Consumer,West,Technology,Accessories,Accessories Model 421,531.25,7,0.1,109.17
ORD-102594,2024-09-09,First Class,Customer 794,Home Office,West,Furniture,Chairs,Chairs Model 766,499.88,10,0.3,54.5
ORD-102595,2024-11-08,Second Class,Customer 645,Corporate,West,Office Supplies,Storage,Storage Model 675,625.59,10,0.5,26.44
ORD-102596,2024-12-20,Second Class,Customer 337,Home Office,West,Technology,Phones,Phones Model 528,233.07,7,0.3,29.42
ORD-102597,2023-03-10,Same Day,Customer 197,Corporate,South,Technology,Phones,Phones Model 129,1757.14,8,0.1,550.59
ORD-102598,2023-05-04,Standard Class,Customer 724,Consumer,Central,Technology,Phones,Phones Model 235,968.07,3,0.1,191.65
ORD-102599,2023-10-04,Second Class,Customer 63,Corporate,East,Technology,Phones,Phones Model 289,206.23,4,0.5,7.5
ORD-102600,2023-11-12,Standard Class,Customer 665,Corporate,Central,Office Supplies,Paper,Paper Model 374,1805.54,3,0.0,543.83
ORD-102601,2023-10-05,First Class,Customer 251,Corporate,West,Office Supplies,Storage,Storage Model 814,327.5,10,0.0,-9.56
ORD-102602,2024-02-26,Same Day,Customer 674,Consumer,Central,Office Supplies,Paper,Paper Model 526,715.05,5,0.0,-33.53
ORD-102603,2024-08-12,Second Class,Customer 636,Home Office,West,Furniture,Bookcases,Bookcases Model 297,584.31,8,0.2,48.35
ORD-102604,2023-11-15,First Class,Customer 96,Home Office,West,Furniture,Tables,Tables Model 620,1665.02,3,0.1,25.04
ORD-102605,2024-11-14,Second Class,Customer 326,Corporate,Central,Office Supplies,Binders,Binders Model 731,1805.6,5,0.0,-158.49
ORD-102606,2024-08-14,Second Class,Customer 248,Corporate,South,Furniture,Bookcases,Bookcases Model 828,1195.39,7,0.1,-124.49
ORD-102607,2024-11-10,Second Class,Customer 584,Corporate,East,Office Supplies,Storage,Storage Model 337,1874.35,9,0.3,206.13
ORD-102608,2024-08-05,Second Class,Customer 624,Home Office,West,Office Supplies,Binders,Binders Model 955,515.1,10,0.0,93.39
ORD-102609,2023-05-10,Same Day,Customer 435,Home Office,East,Furniture,Tables,Tables Model 624,575.28,4,0.1,7.09
ORD-102610,2023-07-15,Second Class,Customer 244,Corporate,East,Office Supplies,Paper,Paper Model 583,419.11,6,0.2,68.54
ORD-102611,2024-06-23,Standard Class,Customer 520,Corporate,Central,Furniture,Bookcases,Bookcases Model 931,774.87,5,0.5,-66.27
ORD-102612,2023-09-13,Second Class,Customer 568,Corporate,Central,Furniture,Tables,Tables Model 121,1460.37,8,0.1,76.92
ORD-102613,2023-12-15,First Class,Customer 168,Home Office,Central,Office Supplies,Binders,Binders Model 723,1645.96,5,0.0,263.24
ORD-102614,2023-01-09,Same Day,Customer 291,Corporate,East,Office Supplies,Storage,Storage Model 430,512.5,10,0.3,104.04
ORD-102615,2024-02-19,Second Class,Customer 5,Consumer,Central,Furniture,Tables,Tables Model 380,669.71,3,0.2,44.24
ORD-102616,2024-04-11,Same Day,Customer 683,Corporate,South,Technology,Copiers,Copiers Model 540,440.29,8,0.2,133.71
ORD-102617,2024-09-17,Standard Class,Customer 469,Home Office,West,Technology,Copiers,Copiers Model 993,1167.19,7,0.3,-178.14
ORD-102618,2023-03-29,Standard Class,Customer 83,Consumer,East,Technology,Phones,Phones Model 917,1695.63,9,0.5,-3.15
ORD-102619,2024-04-03,First Class,Customer 429,Corporate,Central,Office Supplies,Storage,Storage Model 100,223.21,6,0.3,12.54
ORD-102620,2024-06-01,Same Day,Customer 504,Home Office,Central,Furniture,Bookcases,Bookcases Model 367,856.31,10,0.0,178.8
ORD-102621,2023-07-05,First Class,Customer 626,Home Office,South,Technology,Copiers,Copiers Model 689,424.73,9,0.1,134.36
ORD-102622,2023-10-12,Same Day,Customer 419,Home Office,East,Office Supplies,Binders,Binders Model 596,661.93,6,0.0,126.14
ORD-102623,2023-05-19,Same Day,Customer 74,Corporate,East,Office Supplies,Binders,Binders Model 439,1653.15,8,0.2,439.01
ORD-102624,2023-02-04,Second Class,Customer 552,Corporate,South,Furniture,Tables,Tables Model 538,1692.08,3,0.2,-194.48
ORD-102625,2024-06-10,Second Class,Customer 530,Home Office,Central,Office Supplies,Paper,Paper Model 686,1985.58,4,0.0,363.63
ORD-102626,2024-07-26,First Class,Customer 227,Consumer,West,Technology,Accessories,Accessories Model 122,1738.98,2,0.3,-124.97
ORD-102627,2024-07-16,Second Class,Customer 2,Corporate,Central,Furniture,Tables,Tables Model 250,1164.65,8,0.5,-58.16
ORD-102628,2024-06-20,Second Class,Customer 397,Corporate,South,Office Supplies,Paper,Paper Model 250,764.57,1,0.3,-105.55
ORD-102629,2024-03-08,Second Class,Customer 644,Home Office,Central,Furniture,Bookcases,Bookcases Model 512,446.95,9,0.2,74.19
ORD-102630,2023-09-08,Second Class,Customer 201,Consumer,Central,Technology,Accessories,Accessories Model 550,480.61,7,0.5,-80.56
ORD-102631,2023-02-18,Same Day,Customer 309,Corporate,Central,Furniture,Tables,Tables Model 572,908.02,8,0.1,233.53
ORD-102632,2024-11-22,Same Day,Customer 456,Home Office,Central,Office Supplies,Binders,Binders Model 813,838.68,1,0.1,45.84
ORD-102633,2024-07-21,Same Day,Customer 272,Corporate,Central,Technology,Copiers,Copiers Model 727,1831.36,5,0.5,36.21
ORD-102634,2024-10-27,First Class,Customer 142,Home Office,Central,Technology,Accessories,Accessories Model 968,494.07,4,0.2,117.44
ORD-102635,2024-04-15,Second Class,Customer 488,Corporate,South,Office Supplies,Storage,Storage Model 529,1578.68,9,0.0,525.76
ORD-102636,2023-01-26,Same Day,Customer 432,Corporate,Central,Office Supplies,Paper,Paper Model 182,544.97,5,0.1,-59.87
ORD-102637,2023-12-26,Same Day,Customer 785,Consumer,East,Technology,Accessories,Accessories Model 160,415.45,10,0.0,-27.33
ORD-102638,2023-02-03,First Class,Customer 757,Consumer,South,Technology,Phones,Phones Model 481,1293.83,7,0.0,203.05
ORD-102639,2024-06-02,First Class,Customer 251,Home Office,Central,Office Supplies,Storage,Storage Model 770,317.03,7,0.2,58.67
ORD-102640,2023-12-17,Second Class,Customer 422,Corporate,West,Office Supplies,Binders,Binders Model 746,1908.59,1,0.1,513.82
ORD-102641,2024-04-22,Standard Class,Customer 62,Home Office,East,Furniture,Tables,Tables Model 934,77.23,5,0.5,10.16
ORD-102642,2024-01-06,Same Day,Customer 322,Consumer,West,Technology,Copiers,Copiers Model 660,1652.45,2,0.0,-106.75
ORD-102643,2024-05-29,First Class,Customer 412,Corporate,West,Technology,Accessories,Accessories Model 419,445.77,5,0.3,86.66
ORD-102644,2024-03-11,Same Day,Customer 524,Corporate,West,Office Supplies,Paper,Paper Model 387,1848.17,8,0.5,165.0
ORD-102645,2024-02-26,Second Class,Customer 726,Home Office,West,Technology,Copiers,Copiers Model 858,811.79,6,0.3,70.14
ORD-102646,2024-01-13,Standard Class,Customer 540,Home Office,West,Technology,Phones,Phones Model 382,820.15,3,0.5,52.31
ORD-102647,2024-12-09,Second Class,Customer 509,Corporate,Central,Technology,Phones,Phones Model 975,478.48,1,0.1,66.23
ORD-102648,2024-05-07,Second Class,Customer 160,Consumer,Central,Office Supplies,Paper,Paper Model 156,1367.21,6,0.5,55.73
ORD-102649,2023-04-01,Same Day,Customer 315,Corporate,East,Furniture,Chairs,Chairs Model 318,1073.23,9,0.3,-156.15
ORD-102650,2023-09-17,First Class,Customer 467,Corporate,Central,Technology,Phones,Phones Model 947,918.49,3,0.5,-43.34
ORD-102651,2023-12-02,Second Class,Customer 740,Consumer,South,Furniture,Chairs,Chairs Model 760,1219.3,4,0.2,-114.13
ORD-102652,2024-07-04,Same Day,Customer 491,Corporate,West,Office Supplies,Binders,Binders Model 308,1833.24,2,0.3,47.9
ORD-102653,2023-03-20,First Class,Customer 527,Corporate,East,Furniture,Tables,Tables Model 373,1020.86,7,0.1,-118.52
ORD-102654,2023-03-22,First Class,Customer 654,Consumer,West,Office Supplies,Storage,Storage Model 600,711.54,9,0.5,157.29
ORD-102655,2023-12-18,First Class,Customer 723,Home Office,West,Technology,Accessories,Accessories Model 274,1756.11,9,0.5,-305.48
ORD-102656,2024-01-05,First Class,Customer 777,Home Office,East,Office Supplies,Paper,Paper Model 320,1619.15,9,0.0,112.62
ORD-102657,2024-08-24,Standard Class,Customer 561,Home Office,West,Furniture,Chairs,Chairs Model 849,456.27,1,0.5,65.24
ORD-102658,2023-03-08,Second Class,Customer 721,Home Office,East,Furniture,Bookcases,Bookcases Model 419,1641.87,3,0.3,-123.0
ORD-102659,2024-09-14,Second Class,Customer 782,Consumer,West,Furniture,Bookcases,Bookcases Model 277,1755.08,2,0.5,14.9
ORD-102660,2023-06-08,Standard Class,Customer 303,Home Office,South,Technology,Accessories,Accessories Model 190,954.92,4,0.1,12.26
ORD-102661,2023-12-07,Standard Class,Customer 65,Corporate,East,Furniture,Chairs,Chairs Model 139,1767.65,4,0.2,40.83
ORD-102662,2023-10-31,Standard Class,Customer 49,Home Office,South,Furniture,Tables,Tables Model 469,40.32,10,0.3,3.22
ORD-102663,2024-11-10,Same Day,Customer 244,Home Office,Central,Technology,Accessories,Accessories Model 433,1540.75,5,0.2,100.89
ORD-102664,2023-07-08,First Class,Customer 350,Consumer,West,Furniture,Bookcases,Bookcases Model 526,1203.32,5,0.0,-43.79
ORD-102665,2024-09-24,Standard Class,Customer 712,Home Office,South,Technology,Phones,Phones Model 756,1836.37,7,0.0,-164.71
ORD-102666,2023-04-06,Second Class,Customer 681,Corporate,East,Technology,Copiers,Copiers Model 919,54.19,2,0.5,4.68
ORD-102667,2023-05-25,Second Class,Customer 704,Consumer,South,Office Supplies,Storage,Storage Model 464,846.46,7,0.5,183.07
ORD-102668,2024-01-26,Second Class,Customer 32,Home Office,East,Furniture,Bookcases,Bookcases Model 746,1674.6,5,0.5,252.18
ORD-102669,2024-12-26,Second Class,Customer 143,Home Office,Central,Office Supplies,Storage,Storage Model 604,190.97,3,0.0,-18.14
ORD-102670,2024-10-04,Standard Class,Customer 48,Home Office,South,Furniture,Bookcases,Bookcases Model 965,922.61,5,0.1,-45.16
ORD-102671,2024-09-22,Second Class,Customer 570,Corporate,West,Technology,Accessories,Accessories Model 248,996.82,10,0.1,-5.64
ORD-102672,2023-10-30,Standard Class,Customer 724,Consumer,South,Office Supplies,Binders,Binders Model 116,682.66,7,0.0,33.47
ORD-102673,2024-07-19,Same Day,Customer 368,Corporate,South,Furniture,Tables,Tables Model 369,76.79,8,0.1,-0.16
ORD-102674,2024-09-13,Standard Class,Customer 264,Consumer,Central,Office Supplies,Storage,Storage Model 546,1932.76,7,0.0,431.21
ORD-102675,2023-07-29,First Class,Customer 442,Consumer,East,Technology,Accessories,Accessories Model 627,89.85,9,0.3,-1.06
ORD-102676,2024-06-04,Same Day,Customer 356,Corporate,East,Office Supplies,Storage,Storage Model 175,1854.96,4,0.3,310.9
ORD-102677,2023-02-23,Second Class,Customer 606,Consumer,West,Office Supplies,Storage,Storage Model 200,845.05,4,0.1,235.15
ORD-102678,2023-01-10,First Class,Customer 682,Corporate,West,Technology,Accessories,Accessories Model 871,1845.77,10,0.3,394.66
ORD-102679,2023-08-08,First Class,Customer 534,Home Office,Central,Technology,Phones,Phones Model 847,1027.7,4,0.1,28.95
ORD-102680,2024-08-06,Standard Class,Customer 266,Corporate,West,Technology,Phones,Phones Model 470,593.9,4,0.0,98.06
ORD-102681,2023-05-12,Standard Class,Customer 754,Corporate,South,Office Supplies,Paper,Paper Model 320,1130.37,1,0.5,-43.76
ORD-102682,2023-08-15,First Class,Customer 523,Home Office,South,Technology,Accessories,Accessories Model 934,269.67,9,0.3,16.73
ORD-102683,2023-12-06,Second Class,Customer 377,Home Office,East,Technology,Accessories,Accessories Model 993,772.4,3,0.1,113.43
ORD-102684,2024-07-03,Second Class,Customer 252,Corporate,East,Technology,Phones,Phones Model 142,1804.12,7,0.0,247.39
ORD-102685,2023-12-18,Same Day,Customer 497,Corporate,South,Technology,Copiers,Copiers Model 614,865.65,1,0.2,144.29
ORD-102686,2023-10-13,First Class,Customer 752,Corporate,Central,Technology,Accessories,Accessories Model 950,661.42,10,0.5,-67.16
ORD-102687,2023-05-31,Standard Class,Customer 490,Corporate,Central,Office Supplies,Paper,Paper Model 800,177.11,6,0.2,25.91
ORD-102688,2023-06-12,Same Day,Customer 284,Consumer,West,Technology,Copiers,Copiers Model 822,1849.06,5,0.5,36.69
