EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,BusinessTravel,DistanceFromHome,Attrition
EMP02558,38,Female,Sales,Manager,High School,Married,2140,20,1,1,2,Yes,Non-Travel,3,No
EMP02559,36,Female,Sales,Manager,Bachelor,Divorced,14693,21,3,2,2,No,Travel_Frequently,19,No
EMP02560,56,Female,Research & Development,Manager,PhD,Divorced,19131,27,2,2,1,No,Non-Travel,25,No
EMP02561,44,Male,Sales,HR Executive,Master,Single,6054,34,3,2,2,Yes,Travel_Frequently,23,No
EMP02562,52,Female,Sales,HR Executive,High School,Single,17231,6,2,2,2,Yes,Travel_Rarely,6,No
EMP02563,27,Male,Sales,Manager,PhD,Divorced,7548,22,2,1,2,Yes,Travel_Rarely,18,No
EMP02564,19,Female,Sales,Developer,Bachelor,Married,18301,9,2,2,1,Yes,Travel_Frequently,29,No
EMP02565,23,Male,Sales,Manager,PhD,Married,7139,39,1,1,1,Yes,Travel_Rarely,20,No
EMP02566,57,Female,Sales,Sales Executive,Master,Single,9795,5,4,2,2,No,Non-Travel,1,No
EMP02567,35,Male,Sales,Manager,Bachelor,Married,2774,16,2,4,2,Yes,Non-Travel,23,No
EMP02568,46,Male,Sales,Manager,PhD,Divorced,4014,29,3,1,2,Yes,Non-Travel,2,No
EMP02569,35,Female,Sales,Developer,Bachelor,Divorced,8729,7,1,2,2,Yes,Travel_Rarely,10,No
EMP02570,28,Male,Research & Development,Sales Executive,High School,Divorced,9852,4,4,1,2,No,Travel_Frequently,8,No
EMP02571,32,Female,Research & Development,Sales Executive,High School,Single,8332,0,4,2,1,Yes,Non-Travel,27,No
EMP02572,42,Female,Human Resources,Developer,Bachelor,Single,17437,38,3,1,3,No,Non-Travel,29,No
EMP02573,26,Female,Sales,Sales Executive,PhD,Married,19364,28,3,4,3,No,Travel_Frequently,30,No
EMP02574,51,Female,Sales,Developer,High School,Divorced,7408,11,3,2,2,No,Travel_Rarely,21,No
EMP02575,20,Female,Human Resources,Developer,PhD,Single,17008,21,3,4,4,No,Travel_Rarely,9,No
EMP02576,51,Male,Sales,Research Scientist,Master,Single,4551,14,2,1,3,Yes,Non-Travel,16,Yes
EMP02577,58,Female,Human Resources,Research Scientist,Bachelor,Single,9775,22,1,2,2,Yes,Travel_Frequently,5,No
EMP02578,49,Male,Human Resources,Laboratory Technician,Master,Single,18397,16,4,3,2,No,Travel_Frequently,9,No
EMP02579,18,Male,Human Resources,Research Scientist,Master,Single,9156,11,2,1,4,Yes,Travel_Rarely,19,No
EMP02580,54,Male,Research & Development,Developer,PhD,Divorced,19425,30,2,2,2,Yes,Travel_Rarely,29,No
EMP02581,42,Male,Human Resources,Laboratory Technician,Master,Single,8447,18,1,3,4,No,Non-Travel,12,No
EMP02582,47,Female,Sales,Sales Executive,PhD,Divorced,17148,19,3,4,4,No,Travel_Rarely,27,No
EMP02583,49,Female,Research & Development,Manager,Bachelor,Divorced,6697,13,1,3,1,No,Travel_Rarely,29,No
EMP02584,51,Male,Human Resources,Developer,High School,Single,8336,5,2,4,4,No,Travel_Frequently,23,No
EMP02585,47,Female,Sales,HR Executive,High School,Married,2640,33,2,2,3,Yes,Travel_Rarely,25,No
EMP02586,25,Female,Human Resources,Laboratory Technician,PhD,Single,3204,28,3,3,4,No,Travel_Frequently,5,No
EMP02587,40,Male,Research & Development,Sales Executive,PhD,Divorced,15318,0,3,1,3,Yes,Travel_Rarely,2,Yes
EMP02588,35,Male,Human Resources,Developer,High School,Single,13475,14,3,3,3,Yes,Travel_Rarely,17,No
EMP02589,33,Female,Research & Development,Laboratory Technician,Master,Married,13382,6,1,3,3,Yes,Non-Travel,19,No
EMP02590,36,Female,Human Resources,Sales Executive,Master,Divorced,15900,7,4,3,1,No,Travel_Frequently,20,No
EMP02591,50,Male,Sales,Manager,Master,Single,14657,10,3,2,2,No,Travel_Rarely,25,No
EMP02592,34,Male,Research & Development,Manager,High School,Married,17138,36,1,2,3,No,Travel_Frequently,11,No
EMP02593,26,Female,Research & Development,Sales Executive,High School,Divorced,3612,35,1,4,2,Yes,Travel_Frequently,14,No
EMP02594,49,Female,Research & Development,Developer,Bachelor,Single,3261,11,3,1,4,Yes,Travel_Rarely,15,No
EMP02595,31,Male,Human Resources,HR Executive,Bachelor,Divorced,19834,37,3,4,1,Yes,Travel_Frequently,2,No
EMP02596,28,Female,Sales,HR Executive,PhD,Divorced,10471,21,3,2,2,No,Travel_Frequently,3,No
EMP02597,46,Female,Sales,Laboratory Technician,High School,Divorced,14328,3,4,2,3,Yes,Travel_Rarely,3,Yes
EMP02598,50,Female,Sales,HR Executive,High School,Single,12404,6,1,3,1,No,Non-Travel,13,No
EMP02599,57,Male,Research & Development,HR Executive,PhD,Married,14813,19,3,3,3,No,Travel_Rarely,27,No
EMP02600,30,Female,Human Resources,Manager,Bachelor,Single,18167,10,4,3,3,Yes,Travel_Frequently,4,No
EMP02601,21,Male,Human Resources,Laboratory Technician,High School,Single,10411,14,2,3,3,No,Non-Travel,9,No
EMP02602,23,Female,Human Resources,Developer,High School,Single,4910,17,1,3,3,Yes,Travel_Frequently,24,No
EMP02603,26,Female,Human Resources,Research Scientist,Master,Divorced,14227,17,1,3,3,Yes,Non-Travel,23,No
EMP02604,27,Male,Sales,Laboratory Technician,High School,Married,3876,23,2,4,3,No,Travel_Rarely,17,No
EMP02605,35,Female,Sales,Developer,High School,Married,5059,11,3,3,1,Yes,Travel_Rarely,17,No
EMP02606,48,Female,Sales,HR Executive,Master,Single,13040,29,2,2,2,Yes,Travel_Frequently,3,No
EMP02607,54,Male,Sales,Developer,PhD,Married,6478,15,1,1,1,No,Travel_Frequently,22,No
EMP02608,42,Male,Research & Development,HR Executive,Bachelor,Single,13308,31,2,2,3,Yes,Travel_Rarely,21,Yes
EMP02609,36,Male,Human Resources,HR Executive,Master,Single,9664,9,4,4,2,No,Travel_Frequently,8,No
EMP02610,38,Male,Research & Development,Manager,Master,Divorced,2143,30,2,1,2,No,Travel_Frequently,3,No
EMP02611,25,Male,Sales,Sales Executive,PhD,Married,18901,22,4,2,3,Yes,Travel_Rarely,6,No
EMP02612,20,Male,Human Resources,HR Executive,Master,Single,19175,21,1,2,3,Yes,Non-Travel,19,No
EMP02613,27,Female,Research & Development,Manager,PhD,Married,6876,17,4,4,3,Yes,Travel_Frequently,14,No
EMP02614,45,Male,Human Resources,Manager,PhD,Divorced,14713,11,1,3,2,No,Non-Travel,20,No
EMP02615,50,Male,Human Resources,HR Executive,Master,Married,7635,16,2,3,3,Yes,Travel_Frequently,30,Yes
EMP02616,53,Female,Research & Development,Laboratory Technician,PhD,Married,14576,11,4,3,3,No,Non-Travel,12,No
EMP02617,46,Male,Human Resources,HR Executive,Bachelor,Married,4516,35,3,4,1,No,Non-Travel,7,No
EMP02618,25,Male,Human Resources,Developer,PhD,Divorced,17662,32,1,3,4,Yes,Travel_Frequently,4,No
EMP02619,40,Male,Research & Development,Research Scientist,PhD,Divorced,13805,35,1,1,3,Yes,Travel_Rarely,10,No
EMP02620,33,Female,Research & Development,Laboratory Technician,PhD,Divorced,18296,5,2,2,1,No,Non-Travel,20,No
EMP02621,48,Female,Research & Development,Laboratory Technician,Master,Single,2350,35,4,3,1,Yes,Travel_Rarely,22,No
EMP02622,20,Female,Research & Development,Research Scientist,Bachelor,Single,8208,22,4,3,2,Yes,Travel_Rarely,7,No
EMP02623,18,Female,Sales,Developer,PhD,Divorced,15091,35,4,2,4,Yes,Non-Travel,28,No
EMP02624,20,Male,Sales,Laboratory Technician,Master,Single,17715,12,2,1,1,Yes,Travel_Frequently,18,No
EMP02625,28,Female,Sales,HR Executive,High School,Married,14652,11,2,2,4,No,Travel_Rarely,5,Yes
EMP02626,23,Female,Research & Development,Research Scientist,Bachelor,Married,8443,24,4,3,4,No,Non-Travel,13,No
EMP02627,21,Male,Research & Development,Research Scientist,PhD,Divorced,7455,9,1,4,1,No,Non-Travel,17,No
EMP02628,59,Male,Human Resources,Laboratory Technician,Master,Married,16758,25,4,2,1,No,Travel_Frequently,15,No
EMP02629,23,Female,Research & Development,Manager,Master,Divorced,5747,2,1,3,2,Yes,Travel_Rarely,8,Yes
EMP02630,48,Male,Research & Development,Research Scientist,Master,Single,13839,37,4,2,4,No,Travel_Rarely,17,No
EMP02631,46,Female,Human Resources,Developer,PhD,Divorced,13446,25,2,4,3,Yes,Non-Travel,17,No
EMP02632,32,Female,Research & Development,Sales Executive,PhD,Divorced,9839,27,3,1,1,Yes,Non-Travel,24,No
EMP02633,32,Male,Sales,Developer,Bachelor,Married,15427,16,3,1,2,No,Travel_Frequently,20,No
EMP02634,58,Female,Human Resources,Research Scientist,High School,Married,15140,32,4,2,1,Yes,Non-Travel,26,No
EMP02635,37,Male,Sales,Sales Executive,Master,Single,11057,33,4,4,2,No,Non-Travel,1,No
EMP02636,26,Female,Human Resources,Developer,Master,Divorced,6093,2,4,3,3,No,Travel_Frequently,16,No
EMP02637,35,Male,Sales,Laboratory Technician,Master,Married,2976,29,1,4,2,Yes,Travel_Rarely,18,No
EMP02638,46,Female,Research & Development,Manager,Bachelor,Married,4205,4,1,4,4,No,Travel_Rarely,13,No
EMP02639,41,Female,Sales,Laboratory Technician,High School,Divorced,8271,21,3,1,1,Yes,Travel_Frequently,30,No
EMP02640,36,Male,Research & Development,Laboratory Technician,Bachelor,Married,9685,28,1,4,4,No,Travel_Rarely,19,No
EMP02641,31,Female,Human Resources,HR Executive,Bachelor,Single,18453,40,4,1,1,No,Travel_Rarely,11,No
EMP02642,32,Male,Human Resources,Research Scientist,Master,Single,13602,6,3,4,2,No,Non-Travel,12,No
EMP02643,22,Male,Sales,HR Executive,Bachelor,Divorced,10768,22,3,4,1,Yes,Travel_Rarely,7,No
EMP02644,46,Female,Human Resources,Research Scientist,PhD,Married,10598,34,4,4,2,Yes,Non-Travel,20,No
EMP02645,43,Female,Sales,HR Executive,High School,Divorced,10521,4,1,1,4,No,Travel_Rarely,4,No
EMP02646,30,Male,Sales,Sales Executive,Bachelor,Divorced,18162,31,1,4,4,No,Travel_Frequently,5,No
EMP02647,36,Female,Research & Development,Laboratory Technician,PhD,Married,5413,12,4,4,2,Yes,Travel_Frequently,15,No
EMP02648,25,Male,Human Resources,HR Executive,Bachelor,Single,5601,25,1,4,3,No,Non-Travel,18,No
EMP02649,44,Male,Human Resources,HR Executive,Bachelor,Single,18706,22,2,3,1,No,Travel_Frequently,2,No
EMP02650,52,Female,Sales,Laboratory Technician,Master,Married,14083,11,4,4,3,Yes,Travel_Rarely,3,No
EMP02651,46,Female,Sales,Manager,PhD,Married,5624,37,4,3,1,Yes,Travel_Rarely,17,No
EMP02652,52,Male,Human Resources,Manager,Bachelor,Divorced,11475,22,3,3,2,No,Travel_Rarely,11,No
EMP02653,28,Male,Sales,Developer,Master,Single,2843,40,2,4,3,No,Non-Travel,12,No
EMP02654,42,Female,Research & Development,HR Executive,High School,Single,18457,1,1,3,1,No,Travel_Frequently,5,No
EMP02655,54,Female,Sales,Laboratory Technician,Master,Single,6142,39,2,3,1,Yes,Travel_Frequently,12,No
EMP02656,34,Female,Research & Development,Sales Executive,Bachelor,Divorced,14667,35,4,3,2,No,Travel_Rarely,1,Yes
EMP02657,29,Male,Sales,Research Scientist,Master,Married,8320,33,4,2,2,Yes,Travel_Rarely,6,No
EMP02658,19,Male,Research & Development,Developer,PhD,Married,9266,2,3,4,2,No,Travel_Rarely,29,No
EMP02659,34,Female,Human Resources,Laboratory Technician,Bachelor,Divorced,4749,19,4,2,3,No,Travel_Rarely,13,No
EMP02660,50,Male,Research & Development,Developer,High School,Married,18439,40,3,3,4,No,Travel_Frequently,1,No
EMP02661,57,Male,Human Resources,Research Scientist,Master,Divorced,7974,31,3,4,2,No,Non-Travel,18,No
EMP02662,59,Female,Human Resources,Manager,High School,Single,12521,15,4,2,3,No,Non-Travel,29,No
EMP02663,40,Female,Research & Development,Manager,Master,Married,9002,40,2,1,1,No,Travel_Rarely,14,No
EMP02664,41,Male,Research & Development,HR Executive,Master,Single,13433,37,2,3,4,No,Non-Travel,25,No
EMP02665,48,Male,Research & Development,HR Executive,Bachelor,Divorced,3942,31,1,4,1,No,Non-Travel,4,No
EMP02666,48,Female,Research & Development,Developer,PhD,Married,2785,39,1,4,4,No,Non-Travel,16,No
EMP02667,30,Female,Sales,Manager,PhD,Married,17515,20,2,1,3,Yes,Non-Travel,16,No
EMP02668,60,Male,Human Resources,Sales Executive,High School,Single,18975,26,2,1,4,No,Travel_Frequently,22,No
EMP02669,55,Male,Research & Development,Research Scientist,Master,Married,3272,29,2,3,3,No,Travel_Rarely,13,No
EMP02670,57,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,9383,32,3,2,1,No,Non-Travel,15,No
EMP02671,48,Male,Sales,Developer,High School,Divorced,16541,40,1,1,1,Yes,Travel_Frequently,3,No
EMP02672,20,Male,Research & Development,Research Scientist,High School,Single,13512,33,1,2,2,Yes,Non-Travel,6,Yes
EMP02673,35,Female,Research & Development,Developer,Bachelor,Single,17865,26,4,3,1,Yes,Travel_Rarely,12,No
EMP02674,21,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,16884,36,1,1,3,No,Travel_Rarely,4,No
EMP02675,29,Male,Research & Development,Developer,PhD,Divorced,18769,22,3,4,4,Yes,Travel_Rarely,30,No
EMP02676,50,Female,Human Resources,Developer,High School,Married,13613,23,4,3,3,No,Travel_Frequently,6,No
EMP02677,25,Female,Sales,Sales Executive,Bachelor,Married,17324,7,4,2,1,No,Travel_Rarely,28,No
EMP02678,29,Female,Research & Development,Research Scientist,Master,Married,6027,33,3,3,3,No,Non-Travel,22,No
EMP02679,56,Female,Research & Development,Sales Executive,Bachelor,Married,10801,4,2,1,4,No,Travel_Rarely,17,No
EMP02680,43,Male,Research & Development,HR Executive,PhD,Divorced,16663,29,3,1,1,No,Travel_Frequently,22,No
EMP02681,24,Female,Research & Development,Manager,PhD,Married,12575,26,4,3,4,Yes,Non-Travel,27,No
EMP02682,53,Male,Human Resources,Laboratory Technician,Master,Single,3816,40,1,4,2,No,Travel_Rarely,11,No
EMP02683,44,Male,Research & Development,Laboratory Technician,High School,Divorced,4704,0,2,2,4,No,Travel_Frequently,25,No
EMP02684,37,Male,Research & Development,Sales Executive,Bachelor,Divorced,7426,40,1,3,3,Yes,Travel_Rarely,14,No
EMP02685,23,Male,Human Resources,Manager,Master,Divorced,9555,40,2,1,2,Yes,Travel_Rarely,11,No
EMP02686,30,Female,Sales,HR Executive,Bachelor,Single,9665,34,4,3,2,Yes,Non-Travel,13,No
EMP02687,27,Female,Sales,HR Executive,Master,Divorced,16606,26,3,2,1,Yes,Non-Travel,13,No
EMP02688,18,Female,Research & Development,Sales Executive,Bachelor,Single,11828,12,4,1,1,Yes,Non-Travel,5,No
EMP02689,27,Male,Research & Development,Sales Executive,Master,Divorced,5580,24,1,1,1,No,Non-Travel,12,No
EMP02690,26,Male,Human Resources,Manager,Bachelor,Single,6964,7,1,2,2,Yes,Travel_Rarely,28,No
EMP02691,44,Female,Research & Development,Sales Executive,Bachelor,Single,15714,5,3,3,2,Yes,Travel_Frequently,3,No
EMP02692,54,Male,Sales,Research Scientist,High School,Married,5386,3,1,4,2,No,Travel_Rarely,5,No
EMP02693,42,Female,Human Resources,Laboratory Technician,Bachelor,Divorced,3208,9,1,1,3,No,Travel_Frequently,7,No
EMP02694,42,Male,Research & Development,HR Executive,High School,Single,19887,31,4,4,1,Yes,Travel_Rarely,26,No
EMP02695,40,Male,Human Resources,Manager,High School,Single,16152,29,3,3,4,No,Travel_Rarely,13,No
EMP02696,27,Female,Sales,Manager,Bachelor,Divorced,5590,27,3,2,4,Yes,Travel_Frequently,8,No
EMP02697,56,Female,Human Resources,Research Scientist,PhD,Single,13767,1,2,2,4,Yes,Travel_Rarely,27,Yes
EMP02698,48,Female,Research & Development,Sales Executive,Master,Divorced,9396,2,4,4,1,Yes,Travel_Rarely,12,Yes
EMP02699,47,Male,Sales,Manager,High School,Divorced,7087,3,1,4,4,No,Non-Travel,17,No
EMP02700,55,Female,Sales,Sales Executive,PhD,Single,18874,4,4,3,2,No,Travel_Rarely,22,No
EMP02701,21,Female,Sales,HR Executive,PhD,Single,2947,20,3,1,3,Yes,Travel_Rarely,10,Yes
EMP02702,56,Male,Sales,HR Executive,Bachelor,Divorced,4321,3,4,1,3,No,Non-Travel,2,No
EMP02703,20,Male,Sales,Laboratory Technician,Master,Divorced,15040,4,3,4,2,No,Travel_Frequently,11,Yes
EMP02704,57,Male,Human Resources,Sales Executive,High School,Single,5583,2,1,1,2,No,Non-Travel,9,No
EMP02705,60,Female,Human Resources,Sales Executive,Bachelor,Married,14394,34,3,2,2,Yes,Non-Travel,19,Yes
EMP02706,30,Female,Human Resources,Developer,High School,Divorced,12094,3,2,3,3,No,Travel_Frequently,3,No
EMP02707,37,Male,Research & Development,Laboratory Technician,High School,Single,3017,8,2,3,1,No,Non-Travel,4,No
EMP02708,29,Male,Human Resources,Laboratory Technician,Bachelor,Divorced,2212,25,2,2,3,Yes,Travel_Frequently,15,No
EMP02709,46,Male,Research & Development,Laboratory Technician,High School,Divorced,6716,27,3,2,1,No,Non-Travel,22,No
EMP02710,34,Male,Human Resources,HR Executive,PhD,Divorced,13282,29,1,2,4,Yes,Non-Travel,4,No
EMP02711,24,Female,Human Resources,Laboratory Technician,Master,Married,9780,10,2,4,4,No,Travel_Frequently,27,No
EMP02712,45,Male,Sales,HR Executive,High School,Married,11193,10,4,3,1,No,Travel_Rarely,9,No
EMP02713,39,Male,Research & Development,Laboratory Technician,High School,Single,4236,0,3,1,1,No,Travel_Frequently,4,Yes
EMP02714,18,Male,Research & Development,Developer,Bachelor,Single,4623,32,2,2,2,No,Travel_Frequently,26,No
EMP02715,37,Male,Research & Development,Laboratory Technician,Bachelor,Single,11892,31,2,4,4,No,Travel_Frequently,25,No
EMP02716,50,Male,Human Resources,Sales Executive,PhD,Married,13881,30,3,2,2,No,Travel_Rarely,18,No
EMP02717,48,Male,Human Resources,Research Scientist,PhD,Divorced,11943,13,3,2,1,Yes,Travel_Frequently,18,No
EMP02718,27,Female,Human Resources,Sales Executive,Bachelor,Divorced,10252,32,4,1,1,No,Non-Travel,15,No
EMP02719,26,Female,Research & Development,Research Scientist,Master,Divorced,10372,5,3,4,4,Yes,Travel_Frequently,16,No
EMP02720,41,Male,Sales,Developer,Bachelor,Married,8981,24,1,4,1,Yes,Non-Travel,7,No
EMP02721,18,Female,Sales,Sales Executive,Bachelor,Married,14076,22,2,4,4,Yes,Non-Travel,10,No
EMP02722,55,Female,Sales,Developer,Bachelor,Divorced,6258,39,3,4,4,No,Non-Travel,21,No
EMP02723,52,Female,Sales,Research Scientist,Master,Divorced,12334,26,2,4,1,Yes,Travel_Rarely,2,No
EMP02724,52,Male,Sales,Developer,Bachelor,Married,13229,24,1,1,4,Yes,Travel_Rarely,8,No
EMP02725,31,Female,Research & Development,Developer,High School,Divorced,10885,15,2,1,4,No,Travel_Frequently,16,No
EMP02726,20,Female,Research & Development,HR Executive,High School,Married,10673,20,4,2,4,No,Travel_Rarely,22,No
EMP02727,29,Female,Sales,HR Executive,PhD,Married,14630,22,4,2,3,No,Travel_Frequently,27,No
EMP02728,24,Male,Human Resources,Developer,Bachelor,Single,7780,23,1,2,2,Yes,Travel_Rarely,5,No
EMP02729,55,Female,Sales,Laboratory Technician,PhD,Divorced,11333,28,4,2,4,Yes,Non-Travel,11,No
EMP02730,42,Male,Research & Development,Laboratory Technician,PhD,Single,3541,35,2,1,2,Yes,Travel_Rarely,16,No
EMP02731,33,Female,Sales,Laboratory Technician,Master,Married,15666,33,4,4,1,Yes,Travel_Frequently,10,Yes
EMP02732,51,Male,Human Resources,Laboratory Technician,Bachelor,Divorced,12663,4,2,4,3,No,Non-Travel,18,No
EMP02733,56,Female,Research & Development,Laboratory Technician,High School,Single,13134,40,1,2,1,No,Travel_Frequently,29,No
EMP02734,46,Male,Sales,HR Executive,Bachelor,Married,3648,30,1,2,4,Yes,Travel_Rarely,14,No
EMP02735,54,Female,Research & Development,Manager,High School,Divorced,18709,27,3,2,4,No,Travel_Frequently,30,No
EMP02736,46,Male,Human Resources,Manager,PhD,Divorced,10034,28,3,3,4,Yes,Travel_Rarely,25,No
EMP02737,28,Male,Research & Development,Developer,PhD,Single,3657,21,1,1,1,Yes,Non-Travel,12,No
EMP02738,42,Male,Human Resources,Developer,PhD,Divorced,13341,24,4,1,2,No,Travel_Frequently,10,No
EMP02739,56,Female,Research & Development,Research Scientist,Master,Single,5373,4,1,3,3,No,Travel_Rarely,7,No
EMP02740,54,Male,Research & Development,Laboratory Technician,PhD,Divorced,19356,37,1,2,1,Yes,Non-Travel,10,No
EMP02741,38,Male,Sales,HR Executive,High School,Single,14289,26,3,3,4,No,Non-Travel,29,No
EMP02742,29,Male,Research & Development,HR Executive,PhD,Single,9155,27,4,2,3,Yes,Travel_Frequently,22,No
EMP02743,46,Female,Sales,Research Scientist,Bachelor,Single,6197,0,4,2,4,No,Travel_Frequently,6,No
EMP02744,55,Female,Human Resources,Developer,High School,Divorced,7115,7,3,2,2,No,Travel_Rarely,17,No
EMP02745,32,Male,Sales,HR Executive,High School,Single,10839,20,4,4,3,Yes,Travel_Rarely,24,No
EMP02746,34,Male,Sales,Developer,Master,Single,8551,10,4,4,3,Yes,Travel_Frequently,26,No
EMP02747,57,Female,Research & Development,Research Scientist,High School,Divorced,5842,7,1,2,3,No,Non-Travel,20,Yes
EMP02748,22,Male,Research & Development,Laboratory Technician,High School,Divorced,3425,29,2,3,4,No,Travel_Rarely,29,No
EMP02749,49,Male,Research & Development,HR Executive,Bachelor,Divorced,2717,5,4,4,2,No,Non-Travel,15,No
EMP02750,35,Female,Research & Development,HR Executive,Master,Divorced,15449,34,2,2,4,Yes,Travel_Frequently,19,No
EMP02751,33,Male,Human Resources,Laboratory Technician,Bachelor,Married,10547,12,2,4,3,Yes,Travel_Frequently,25,No
EMP02752,53,Male,Sales,Manager,PhD,Divorced,3532,15,4,4,1,No,Travel_Frequently,19,No
EMP02753,29,Female,Human Resources,Manager,High School,Married,5275,25,3,3,1,No,Non-Travel,22,No
EMP02754,39,Female,Sales,Developer,Master,Single,2164,18,4,1,2,Yes,Travel_Frequently,14,No
EMP02755,39,Male,Research & Development,Laboratory Technician,Master,Divorced,11860,13,4,2,3,No,Non-Travel,24,No
EMP02756,53,Male,Sales,Laboratory Technician,Master,Single,18460,14,3,2,1,Yes,Travel_Rarely,21,Yes
EMP02757,19,Female,Research & Development,Manager,High School,Divorced,10186,12,4,1,2,No,Non-Travel,30,No
EMP02758,56,Male,Research & Development,Sales Executive,Bachelor,Married,12920,39,4,2,3,Yes,Travel_Frequently,8,No
EMP02759,59,Female,Sales,Laboratory Technician,Master,Married,14398,39,2,2,4,No,Non-Travel,1,No
EMP02760,45,Female,Human Resources,Manager,Master,Married,5066,11,1,2,2,No,Travel_Frequently,22,Yes
EMP02761,27,Female,Research & Development,HR Executive,High School,Married,3918,28,3,3,3,Yes,Non-Travel,23,No
EMP02762,56,Male,Sales,Sales Executive,Master,Single,4302,0,1,1,3,No,Non-Travel,17,No
EMP02763,52,Male,Human Resources,Developer,High School,Divorced,6592,22,1,4,3,Yes,Travel_Rarely,15,Yes
EMP02764,41,Female,Human Resources,Research Scientist,Master,Married,15448,18,2,4,2,No,Travel_Rarely,2,Yes
EMP02765,37,Female,Human Resources,Sales Executive,Master,Married,16249,4,4,3,1,No,Travel_Rarely,5,No
EMP02766,23,Female,Human Resources,Research Scientist,High School,Married,14381,16,4,4,4,Yes,Travel_Rarely,16,No
EMP02767,33,Female,Sales,Research Scientist,Master,Divorced,14408,38,4,1,2,No,Non-Travel,21,No
EMP02768,57,Female,Sales,Developer,Bachelor,Divorced,16744,20,1,2,4,No,Travel_Frequently,24,No
EMP02769,53,Female,Human Resources,Developer,PhD,Divorced,5100,23,1,4,3,Yes,Non-Travel,6,No
EMP02770,39,Female,Sales,Research Scientist,PhD,Married,6448,7,2,1,3,No,Travel_Frequently,25,No
EMP02771,31,Male,Sales,HR Executive,Master,Married,18812,0,1,3,1,No,Travel_Rarely,20,No
EMP02772,37,Male,Research & Development,HR Executive,Master,Single,19824,14,4,2,3,Yes,Travel_Rarely,14,No
EMP02773,19,Male,Research & Development,Research Scientist,Bachelor,Divorced,9449,18,2,1,4,Yes,Travel_Frequently,6,No
EMP02774,27,Male,Human Resources,Laboratory Technician,PhD,Single,6990,1,1,3,4,No,Travel_Frequently,3,No
EMP02775,53,Male,Human Resources,Developer,Bachelor,Single,3264,40,2,3,3,Yes,Travel_Rarely,19,No
EMP02776,28,Male,Human Resources,HR Executive,Bachelor,Divorced,13644,36,3,1,3,No,Travel_Frequently,28,No
EMP02777,34,Male,Human Resources,Sales Executive,Master,Married,15819,30,3,2,1,No,Travel_Rarely,1,No
EMP02778,33,Male,Human Resources,Manager,Master,Single,13194,40,3,2,2,No,Travel_Rarely,18,No
EMP02779,44,Male,Sales,Laboratory Technician,High School,Married,11098,10,1,1,2,Yes,Travel_Rarely,16,No
EMP02780,55,Female,Sales,Laboratory Technician,Bachelor,Divorced,19503,21,1,2,1,No,Travel_Frequently,25,No
EMP02781,34,Male,Human Resources,Developer,Bachelor,Divorced,19428,29,3,2,1,No,Travel_Rarely,30,No
EMP02782,23,Female,Research & Development,Laboratory Technician,PhD,Married,10986,5,3,1,3,Yes,Non-Travel,18,No
EMP02783,43,Male,Human Resources,HR Executive,Bachelor,Single,11587,37,4,3,2,Yes,Non-Travel,16,Yes
EMP02784,28,Male,Human Resources,Research Scientist,Master,Divorced,9783,36,3,3,3,Yes,Non-Travel,14,No
EMP02785,40,Male,Human Resources,Research Scientist,High School,Divorced,8990,12,4,3,2,No,Travel_Frequently,14,No
EMP02786,18,Male,Human Resources,Laboratory Technician,Bachelor,Divorced,5604,6,3,1,1,Yes,Travel_Rarely,11,No
EMP02787,34,Female,Sales,Sales Executive,Bachelor,Divorced,8493,8,3,4,1,Yes,Travel_Rarely,22,No
EMP02788,59,Female,Research & Development,Sales Executive,Master,Married,16051,7,3,1,1,No,Travel_Frequently,23,No
EMP02789,53,Male,Research & Development,Laboratory Technician,Master,Married,16706,32,4,2,1,No,Travel_Rarely,2,No
EMP02790,38,Female,Research & Development,Sales Executive,Bachelor,Divorced,3854,3,1,1,4,Yes,Travel_Frequently,23,Yes
EMP02791,54,Male,Human Resources,HR Executive,Bachelor,Married,15836,25,2,2,1,No,Travel_Rarely,13,No
EMP02792,28,Female,Sales,Research Scientist,PhD,Single,4710,39,4,4,2,No,Travel_Rarely,13,No
EMP02793,28,Male,Research & Development,Sales Executive,Master,Married,4955,35,3,1,2,No,Non-Travel,19,No
EMP02794,23,Male,Human Resources,Laboratory Technician,PhD,Married,16023,7,2,4,3,Yes,Travel_Frequently,15,No
EMP02795,59,Male,Sales,HR Executive,PhD,Married,10177,28,3,4,1,Yes,Travel_Frequently,11,No
EMP02796,20,Female,Human Resources,Sales Executive,Master,Married,4576,38,3,4,4,No,Travel_Frequently,22,No
EMP02797,48,Female,Sales,Laboratory Technician,PhD,Single,17011,3,4,4,3,Yes,Non-Travel,21,No
EMP02798,53,Male,Sales,Manager,Master,Married,8449,31,3,3,1,Yes,Travel_Rarely,2,No
EMP02799,55,Male,Research & Development,HR Executive,Bachelor,Single,5329,14,2,3,2,No,Travel_Frequently,10,No
EMP02800,44,Female,Sales,Laboratory Technician,High School,Single,17790,8,2,1,4,Yes,Travel_Frequently,14,No
EMP02801,54,Male,Research & Development,Research Scientist,Master,Divorced,12787,8,3,1,2,No,Travel_Rarely,1,No
