Loan_ID,Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Term_Months,Interest_Rate_Pct,Loan_Purpose,Employment_Status,Home_Ownership,Debt_to_Income_Ratio,Loan_Status
LN102977,CUST202977,28,42185.54,689,30812.88,36,19.18,Debt Consolidation,Employed,Own,0.05,Fully Paid
LN102978,CUST202978,43,64844.96,683,19211.69,36,17.0,Debt Consolidation,Employed,Rent,0.12,Current
LN102979,CUST202979,23,63082.55,566,20965.39,36,25.15,Debt Consolidation,Employed,Rent,0.27,Charged Off
LN102980,CUST202980,24,69921.09,516,15566.77,60,23.22,Debt Consolidation,Employed,Rent,0.22,Charged Off
LN102981,CUST202981,45,53563.83,815,36563.91,60,10.89,Debt Consolidation,Self-Employed,Mortgage,0.16,Fully Paid
LN102982,CUST202982,58,67759.34,795,7402.89,36,12.21,Debt Consolidation,Employed,Mortgage,0.07,Fully Paid
LN102983,CUST202983,35,68240.18,708,2365.02,36,18.92,Home Improvement,Employed,Mortgage,0.09,Fully Paid
LN102984,CUST202984,41,87649.74,844,28488.1,36,8.89,Home Improvement,Employed,Mortgage,0.37,Fully Paid
LN102985,CUST202985,55,67325.16,540,11947.33,60,24.77,Major Purchase,Employed,Mortgage,0.34,Fully Paid
LN102986,CUST202986,34,67561.88,614,18282.07,36,23.19,Debt Consolidation,Employed,Rent,0.07,Fully Paid
LN102987,CUST202987,56,77908.66,599,28730.87,36,20.79,Debt Consolidation,Employed,Own,0.1,Fully Paid
LN102988,CUST202988,32,86691.38,844,18388.47,36,10.65,Credit Card Reinvestment,Employed,Rent,0.11,Current
LN102989,CUST202989,37,40408.11,848,32846.55,36,11.2,Home Improvement,Self-Employed,Rent,0.07,Current
LN102990,CUST202990,59,33691.99,638,16089.57,36,17.8,Debt Consolidation,Employed,Own,0.13,Charged Off
LN102991,CUST202991,29,107386.99,815,9334.99,60,16.37,Small Business,Employed,Mortgage,0.11,Fully Paid
LN102992,CUST202992,55,82601.89,823,1000.0,36,13.08,Debt Consolidation,Employed,Mortgage,0.35,Fully Paid
LN102993,CUST202993,33,59515.33,833,17404.38,36,9.85,Debt Consolidation,Employed,Rent,0.28,Fully Paid
LN102994,CUST202994,35,65492.55,801,1000.0,36,11.75,Home Improvement,Employed,Mortgage,0.03,Fully Paid
LN102995,CUST202995,38,55185.96,793,17597.12,60,13.55,Debt Consolidation,Employed,Mortgage,0.09,Charged Off
LN102996,CUST202996,53,70282.02,516,26676.31,36,22.42,Home Improvement,Employed,Mortgage,0.25,Fully Paid
LN102997,CUST202997,26,40704.07,821,14863.51,36,9.9,Debt Consolidation,Employed,Own,0.15,Current
LN102998,CUST202998,47,86004.17,791,16520.85,36,13.8,Debt Consolidation,Employed,Rent,0.13,Fully Paid
LN102999,CUST202999,43,69386.33,573,22325.32,60,23.59,Small Business,Employed,Mortgage,0.14,Current
LN103000,CUST203000,47,70290.68,762,20356.27,36,15.89,Debt Consolidation,Self-Employed,Mortgage,0.08,Current
LN103001,CUST203001,54,42651.44,515,24283.99,36,24.31,Credit Card Reinvestment,Employed,Rent,0.18,Current
LN103002,CUST203002,58,78106.68,513,14846.57,36,24.07,Debt Consolidation,Employed,Rent,0.16,Charged Off
LN103003,CUST203003,34,43225.71,835,1000.0,60,11.68,Home Improvement,Employed,Rent,0.04,Current
LN103004,CUST203004,56,47696.23,780,24408.14,36,15.29,Debt Consolidation,Employed,Mortgage,0.08,Fully Paid
LN103005,CUST203005,28,67190.55,503,13089.58,36,22.99,Major Purchase,Employed,Rent,0.09,Fully Paid
LN103006,CUST203006,55,127683.3,626,7970.78,36,18.79,Credit Card Reinvestment,Employed,Rent,0.13,Fully Paid
LN103007,CUST203007,39,69286.65,811,17687.48,36,11.99,Debt Consolidation,Employed,Rent,0.28,Current
LN103008,CUST203008,50,18000.0,505,16492.33,36,24.44,Debt Consolidation,Employed,Rent,0.2,Charged Off
LN103009,CUST203009,34,48937.47,628,9004.3,60,19.8,Small Business,Employed,Rent,0.21,Fully Paid
LN103010,CUST203010,40,82093.23,731,4715.32,36,15.72,Small Business,Employed,Rent,0.41,Fully Paid
LN103011,CUST203011,45,36788.48,812,18747.32,60,13.53,Home Improvement,Employed,Mortgage,0.03,Fully Paid
LN103012,CUST203012,60,85777.56,694,8201.03,36,14.6,Home Improvement,Employed,Rent,0.21,Fully Paid
LN103013,CUST203013,44,68970.51,564,15915.07,60,20.04,Major Purchase,Employed,Mortgage,0.09,Current
LN103014,CUST203014,34,89783.18,820,17987.56,36,11.2,Debt Consolidation,Unemployed,Mortgage,0.14,Fully Paid
LN103015,CUST203015,46,51028.65,602,22745.41,36,22.22,Credit Card Reinvestment,Employed,Mortgage,0.28,Fully Paid
LN103016,CUST203016,58,49080.4,776,31952.83,36,12.98,Home Improvement,Employed,Rent,0.06,Fully Paid
LN103017,CUST203017,43,79124.63,657,16897.67,36,18.66,Credit Card Reinvestment,Employed,Mortgage,0.41,Current
LN103018,CUST203018,42,64811.79,723,11597.11,36,16.27,Debt Consolidation,Employed,Mortgage,0.15,Current
LN103019,CUST203019,39,63299.43,788,28267.49,36,13.95,Home Improvement,Employed,Rent,0.01,Fully Paid
LN103020,CUST203020,23,104224.25,777,23384.74,36,16.27,Home Improvement,Employed,Rent,0.09,Fully Paid
LN103021,CUST203021,62,80103.52,681,16347.06,36,18.8,Major Purchase,Employed,Rent,0.26,Current
LN103022,CUST203022,39,18000.0,503,16891.9,60,26.38,Credit Card Reinvestment,Employed,Rent,0.45,Charged Off
LN103023,CUST203023,29,84976.7,714,15215.29,36,16.25,Small Business,Self-Employed,Mortgage,0.04,Fully Paid
LN103024,CUST203024,48,82474.22,716,16297.69,60,18.57,Small Business,Self-Employed,Rent,0.29,Fully Paid
LN103025,CUST203025,40,94622.78,708,14185.08,60,16.79,Home Improvement,Employed,Mortgage,0.19,Fully Paid
LN103026,CUST203026,27,41507.54,573,7201.36,36,19.15,Debt Consolidation,Employed,Own,0.14,Fully Paid
LN103027,CUST203027,34,73120.15,726,15070.99,36,19.65,Credit Card Reinvestment,Employed,Rent,0.34,Fully Paid
LN103028,CUST203028,29,67790.75,592,29058.19,36,21.39,Small Business,Employed,Rent,0.13,Current
LN103029,CUST203029,39,41059.2,564,8471.66,36,23.23,Debt Consolidation,Self-Employed,Mortgage,0.11,Charged Off
LN103030,CUST203030,34,88669.16,820,12829.83,36,10.6,Home Improvement,Employed,Mortgage,0.02,Fully Paid
LN103031,CUST203031,58,58961.35,509,7864.65,36,27.94,Debt Consolidation,Employed,Rent,0.26,Charged Off
LN103032,CUST203032,56,93818.31,802,24258.66,36,11.73,Debt Consolidation,Employed,Mortgage,0.07,Fully Paid
LN103033,CUST203033,60,46428.53,821,21637.63,36,11.58,Credit Card Reinvestment,Employed,Mortgage,0.16,Fully Paid
LN103034,CUST203034,37,28485.36,804,4773.5,36,10.55,Credit Card Reinvestment,Employed,Mortgage,0.24,Fully Paid
LN103035,CUST203035,50,58935.85,777,1000.0,60,14.47,Credit Card Reinvestment,Employed,Rent,0.24,Fully Paid
LN103036,CUST203036,29,70797.83,585,21925.61,36,21.18,Small Business,Employed,Mortgage,0.45,Charged Off
LN103037,CUST203037,53,51645.1,525,4285.86,36,21.68,Debt Consolidation,Self-Employed,Mortgage,0.04,Charged Off
LN103038,CUST203038,45,18000.0,717,21626.13,36,16.22,Debt Consolidation,Employed,Rent,0.15,Fully Paid
LN103039,CUST203039,34,74591.23,594,9895.42,36,21.38,Small Business,Employed,Rent,0.17,Current
LN103040,CUST203040,31,74474.52,743,20560.0,36,14.91,Home Improvement,Employed,Mortgage,0.13,Fully Paid
LN103041,CUST203041,55,82179.18,606,18552.93,36,18.03,Debt Consolidation,Employed,Rent,0.08,Charged Off
LN103042,CUST203042,61,55487.69,747,10708.37,36,15.56,Credit Card Reinvestment,Employed,Rent,0.08,Fully Paid
LN103043,CUST203043,34,54123.71,513,7968.06,36,22.58,Small Business,Unemployed,Own,0.13,Fully Paid
LN103044,CUST203044,50,101008.04,660,19606.37,36,19.93,Credit Card Reinvestment,Employed,Mortgage,0.23,Fully Paid
LN103045,CUST203045,61,25614.88,570,9459.31,36,21.37,Major Purchase,Self-Employed,Mortgage,0.14,Fully Paid
LN103046,CUST203046,24,58822.06,651,23871.84,36,20.35,Debt Consolidation,Employed,Rent,0.05,Fully Paid
LN103047,CUST203047,24,68557.55,574,8341.2,36,22.06,Debt Consolidation,Employed,Rent,0.15,Fully Paid
LN103048,CUST203048,48,80150.55,714,17802.8,36,16.54,Small Business,Employed,Mortgage,0.17,Charged Off
LN103049,CUST203049,28,69244.18,550,11878.36,60,24.91,Credit Card Reinvestment,Employed,Mortgage,0.14,Charged Off
LN103050,CUST203050,22,41950.18,642,15045.71,36,18.1,Debt Consolidation,Employed,Mortgage,0.35,Fully Paid
LN103051,CUST203051,61,94190.35,535,9395.78,36,21.96,Home Improvement,Employed,Rent,0.09,Fully Paid
LN103052,CUST203052,42,65047.69,666,13571.15,36,19.19,Credit Card Reinvestment,Employed,Mortgage,0.12,Fully Paid
LN103053,CUST203053,61,23299.93,735,1000.0,60,13.63,Debt Consolidation,Employed,Own,0.26,Fully Paid
LN103054,CUST203054,36,70229.42,759,8496.62,60,13.44,Credit Card Reinvestment,Employed,Rent,0.28,Fully Paid
LN103055,CUST203055,49,76881.92,691,10299.11,60,14.99,Debt Consolidation,Employed,Rent,0.36,Fully Paid
LN103056,CUST203056,50,114018.6,701,14424.99,36,18.69,Debt Consolidation,Employed,Mortgage,0.32,Fully Paid
LN103057,CUST203057,32,75218.78,761,25345.53,60,13.06,Credit Card Reinvestment,Unemployed,Mortgage,0.06,Current
LN103058,CUST203058,55,27949.36,684,9418.16,36,16.66,Debt Consolidation,Employed,Rent,0.17,Fully Paid
LN103059,CUST203059,31,28827.47,657,26311.88,36,16.78,Debt Consolidation,Employed,Mortgage,0.05,Fully Paid
LN103060,CUST203060,41,96467.74,745,8108.65,36,14.62,Small Business,Employed,Rent,0.11,Fully Paid
LN103061,CUST203061,41,44929.92,609,6135.02,36,20.43,Credit Card Reinvestment,Employed,Mortgage,0.09,Charged Off
LN103062,CUST203062,25,26260.47,598,1000.0,36,22.32,Home Improvement,Employed,Rent,0.15,Current
LN103063,CUST203063,40,90012.77,740,19854.28,36,13.42,Debt Consolidation,Unemployed,Rent,0.06,Fully Paid
LN103064,CUST203064,57,53106.6,701,15688.18,60,16.06,Debt Consolidation,Employed,Mortgage,0.07,Current
LN103065,CUST203065,23,88675.35,621,19380.29,60,22.29,Home Improvement,Self-Employed,Mortgage,0.29,Fully Paid
LN103066,CUST203066,64,42132.01,616,16052.97,36,21.92,Debt Consolidation,Employed,Own,0.06,Current
LN103067,CUST203067,53,101845.31,595,14926.42,36,20.18,Home Improvement,Employed,Rent,0.06,Fully Paid
LN103068,CUST203068,29,86801.59,733,17275.39,60,15.61,Home Improvement,Self-Employed,Mortgage,0.07,Fully Paid
LN103069,CUST203069,29,46932.87,566,32219.89,60,25.31,Home Improvement,Employed,Rent,0.35,Current
LN103070,CUST203070,24,23490.24,717,11208.49,36,14.53,Debt Consolidation,Employed,Rent,0.16,Charged Off
LN103071,CUST203071,55,122629.1,514,31434.58,36,21.56,Debt Consolidation,Self-Employed,Rent,0.05,Current
LN103072,CUST203072,37,59744.81,772,21818.91,36,13.32,Education,Employed,Rent,0.16,Fully Paid
LN103073,CUST203073,54,45931.71,718,17921.58,36,16.15,Education,Employed,Mortgage,0.26,Fully Paid
LN103074,CUST203074,44,99657.71,773,19436.23,36,12.88,Home Improvement,Employed,Rent,0.26,Fully Paid
LN103075,CUST203075,52,88644.0,646,1000.0,36,20.63,Major Purchase,Employed,Mortgage,0.12,Charged Off
LN103076,CUST203076,21,94569.91,831,12906.69,36,12.08,Credit Card Reinvestment,Employed,Mortgage,0.14,Fully Paid
LN103077,CUST203077,28,62537.29,843,9638.13,36,10.37,Debt Consolidation,Self-Employed,Rent,0.21,Fully Paid
LN103078,CUST203078,43,112026.37,651,31899.15,60,18.15,Debt Consolidation,Employed,Own,0.16,Fully Paid
LN103079,CUST203079,60,32234.55,846,12268.81,36,10.04,Debt Consolidation,Employed,Rent,0.0,Fully Paid
LN103080,CUST203080,32,51198.76,803,14761.6,36,14.12,Home Improvement,Employed,Own,0.34,Fully Paid
LN103081,CUST203081,32,74746.97,514,14631.65,60,23.73,Home Improvement,Employed,Own,0.19,Charged Off
LN103082,CUST203082,35,94202.78,583,4547.74,36,19.89,Small Business,Employed,Own,0.06,Current
LN103083,CUST203083,61,81528.98,691,10518.23,36,18.8,Major Purchase,Self-Employed,Mortgage,0.32,Fully Paid
LN103084,CUST203084,39,62928.36,540,21535.18,36,22.99,Small Business,Employed,Rent,0.25,Charged Off
LN103085,CUST203085,46,53121.3,823,1000.0,60,10.04,Small Business,Employed,Rent,0.15,Fully Paid
LN103086,CUST203086,49,94337.77,760,17490.82,60,17.17,Major Purchase,Employed,Mortgage,0.24,Fully Paid
LN103087,CUST203087,42,84109.9,808,7788.16,36,13.6,Debt Consolidation,Employed,Rent,0.21,Fully Paid
LN103088,CUST203088,60,43136.91,635,25399.35,60,19.67,Debt Consolidation,Employed,Mortgage,0.15,Charged Off
LN103089,CUST203089,41,42393.27,777,18159.37,36,13.6,Home Improvement,Employed,Mortgage,0.16,Fully Paid
LN103090,CUST203090,58,51362.8,605,2841.86,60,20.38,Credit Card Reinvestment,Employed,Rent,0.24,Current
LN103091,CUST203091,40,48155.95,506,11670.84,60,24.31,Debt Consolidation,Employed,Rent,0.23,Charged Off
LN103092,CUST203092,49,90746.02,801,18628.48,36,12.55,Major Purchase,Employed,Rent,0.1,Current
LN103093,CUST203093,24,75893.31,529,12568.37,60,22.96,Education,Employed,Mortgage,0.31,Charged Off
LN103094,CUST203094,27,78944.68,625,16160.96,36,19.84,Home Improvement,Employed,Rent,0.07,Current
LN103095,CUST203095,48,69791.74,578,14846.11,36,20.97,Home Improvement,Self-Employed,Mortgage,0.15,Current
LN103096,CUST203096,48,70969.27,566,21934.57,60,22.7,Major Purchase,Self-Employed,Mortgage,0.09,Fully Paid
LN103097,CUST203097,24,25454.56,522,18516.53,36,24.08,Debt Consolidation,Self-Employed,Rent,0.08,Charged Off
LN103098,CUST203098,42,84854.59,688,14614.33,36,16.43,Debt Consolidation,Self-Employed,Mortgage,0.11,Fully Paid
LN103099,CUST203099,32,50912.96,573,15143.34,36,21.95,Major Purchase,Employed,Mortgage,0.05,Current
LN103100,CUST203100,23,64171.12,504,6337.33,60,25.65,Credit Card Reinvestment,Self-Employed,Mortgage,0.03,Charged Off
LN103101,CUST203101,42,53170.68,581,26739.06,60,18.38,Home Improvement,Employed,Own,0.32,Charged Off
LN103102,CUST203102,64,68646.79,524,38697.71,36,24.91,Small Business,Unemployed,Rent,0.21,Charged Off
LN103103,CUST203103,22,79327.35,763,12357.21,36,12.64,Debt Consolidation,Employed,Rent,0.07,Fully Paid
LN103104,CUST203104,44,39778.62,501,15381.6,60,24.27,Credit Card Reinvestment,Self-Employed,Mortgage,0.19,Fully Paid
LN103105,CUST203105,54,71318.73,777,23120.38,36,9.68,Credit Card Reinvestment,Employed,Rent,0.13,Charged Off
LN103106,CUST203106,47,53774.94,827,23075.76,60,12.77,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN103107,CUST203107,61,98036.47,842,16426.48,60,10.21,Debt Consolidation,Employed,Mortgage,0.15,Fully Paid
LN103108,CUST203108,21,37134.36,723,7190.65,36,15.33,Small Business,Self-Employed,Mortgage,0.2,Fully Paid
LN103109,CUST203109,28,39937.09,571,29545.27,36,22.3,Debt Consolidation,Employed,Rent,0.01,Fully Paid
LN103110,CUST203110,43,56010.74,567,20449.87,36,19.36,Debt Consolidation,Unemployed,Mortgage,0.26,Charged Off
LN103111,CUST203111,58,41858.91,819,16764.39,36,12.33,Home Improvement,Employed,Rent,0.13,Fully Paid
LN103112,CUST203112,26,59390.47,593,9217.38,36,22.25,Debt Consolidation,Employed,Mortgage,0.07,Fully Paid
LN103113,CUST203113,42,51802.86,518,15463.64,60,24.54,Small Business,Employed,Mortgage,0.19,Current
LN103114,CUST203114,45,67210.31,627,1000.0,60,19.33,Debt Consolidation,Employed,Mortgage,0.28,Fully Paid
LN103115,CUST203115,38,90201.8,842,20927.24,36,11.38,Credit Card Reinvestment,Employed,Mortgage,0.1,Charged Off
LN103116,CUST203116,37,66781.99,581,22877.88,60,21.65,Debt Consolidation,Employed,Rent,0.23,Fully Paid
LN103117,CUST203117,32,69058.86,753,16838.07,36,16.02,Major Purchase,Employed,Rent,0.03,Current
LN103118,CUST203118,26,38566.93,720,7317.98,36,18.08,Home Improvement,Employed,Rent,0.29,Fully Paid
LN103119,CUST203119,46,61648.51,842,18615.18,36,10.7,Debt Consolidation,Employed,Rent,0.14,Current
LN103120,CUST203120,47,54456.14,596,21298.86,60,21.51,Education,Self-Employed,Mortgage,0.39,Charged Off
LN103121,CUST203121,28,82041.02,551,9054.11,36,21.96,Debt Consolidation,Employed,Mortgage,0.11,Current
LN103122,CUST203122,39,45885.83,674,22471.94,36,18.67,Home Improvement,Employed,Rent,0.09,Fully Paid
LN103123,CUST203123,62,43483.61,837,19196.14,36,12.21,Education,Employed,Mortgage,0.1,Fully Paid
LN103124,CUST203124,21,72935.73,681,12807.87,36,17.51,Credit Card Reinvestment,Self-Employed,Mortgage,0.14,Fully Paid
LN103125,CUST203125,49,114502.58,614,10538.76,36,21.22,Credit Card Reinvestment,Employed,Rent,0.07,Current
LN103126,CUST203126,55,60601.28,847,13569.0,36,11.12,Debt Consolidation,Employed,Rent,0.35,Fully Paid
LN103127,CUST203127,60,69205.21,500,7234.66,60,24.93,Debt Consolidation,Employed,Mortgage,0.18,Fully Paid
LN103128,CUST203128,34,88700.55,562,17082.1,36,21.2,Debt Consolidation,Unemployed,Rent,0.09,Charged Off
LN103129,CUST203129,55,77747.6,747,19467.88,36,15.38,Education,Employed,Mortgage,0.33,Current
LN103130,CUST203130,40,77911.99,730,24348.77,36,14.93,Education,Employed,Mortgage,0.03,Fully Paid
LN103131,CUST203131,33,62620.19,725,17379.59,60,17.3,Debt Consolidation,Employed,Own,0.22,Fully Paid
LN103132,CUST203132,58,63106.62,518,18130.54,36,23.02,Debt Consolidation,Unemployed,Rent,0.03,Charged Off
LN103133,CUST203133,28,46121.29,530,12855.94,60,24.2,Debt Consolidation,Employed,Mortgage,0.1,Charged Off
LN103134,CUST203134,63,77159.33,832,8007.17,60,11.33,Debt Consolidation,Employed,Mortgage,0.3,Fully Paid
LN103135,CUST203135,40,76588.86,620,11560.54,60,20.6,Debt Consolidation,Employed,Rent,0.16,Current
LN103136,CUST203136,53,82929.11,523,26424.57,60,23.99,Credit Card Reinvestment,Unemployed,Rent,0.1,Fully Paid
LN103137,CUST203137,46,52797.39,824,20072.65,36,10.81,Small Business,Employed,Mortgage,0.24,Fully Paid
LN103138,CUST203138,59,85753.36,710,18259.18,36,18.24,Credit Card Reinvestment,Employed,Own,0.1,Fully Paid
LN103139,CUST203139,41,93333.37,660,1000.0,36,17.27,Credit Card Reinvestment,Employed,Mortgage,0.15,Current
LN103140,CUST203140,62,34651.05,754,17502.51,60,15.8,Major Purchase,Employed,Mortgage,0.06,Charged Off
LN103141,CUST203141,63,57578.19,558,4362.54,60,20.13,Credit Card Reinvestment,Employed,Mortgage,0.1,Current
LN103142,CUST203142,61,94375.59,613,4933.05,60,20.05,Home Improvement,Employed,Rent,0.15,Current
LN103143,CUST203143,29,48761.11,659,5829.18,36,20.93,Debt Consolidation,Self-Employed,Rent,0.23,Current
LN103144,CUST203144,44,78219.06,719,8817.33,36,15.83,Debt Consolidation,Employed,Rent,0.18,Fully Paid
LN103145,CUST203145,57,65214.4,668,21667.12,36,18.42,Credit Card Reinvestment,Employed,Rent,0.23,Current
LN103146,CUST203146,61,73271.98,511,16812.74,36,26.96,Education,Self-Employed,Mortgage,0.23,Fully Paid
LN103147,CUST203147,37,65976.41,741,7454.83,36,15.15,Home Improvement,Employed,Mortgage,0.14,Fully Paid
LN103148,CUST203148,44,83654.27,638,10354.07,36,19.87,Small Business,Employed,Own,0.4,Fully Paid
LN103149,CUST203149,41,39462.07,596,18986.52,60,22.07,Debt Consolidation,Employed,Rent,0.11,Fully Paid
LN103150,CUST203150,59,42166.92,646,20582.46,36,17.09,Major Purchase,Self-Employed,Rent,0.11,Charged Off
LN103151,CUST203151,61,101612.84,681,16069.07,36,17.03,Small Business,Self-Employed,Mortgage,0.17,Current
LN103152,CUST203152,59,117509.08,556,5820.08,36,22.95,Credit Card Reinvestment,Employed,Rent,0.19,Charged Off
LN103153,CUST203153,33,64864.51,541,11699.79,36,20.97,Small Business,Employed,Rent,0.13,Charged Off
LN103154,CUST203154,31,107881.65,698,34047.93,60,19.13,Home Improvement,Employed,Rent,0.11,Current
LN103155,CUST203155,39,45705.63,530,5313.01,36,24.93,Debt Consolidation,Self-Employed,Rent,0.18,Charged Off
LN103156,CUST203156,31,51710.35,679,17999.46,36,18.75,Debt Consolidation,Employed,Own,0.23,Fully Paid
LN103157,CUST203157,33,101437.19,501,31966.66,36,26.94,Home Improvement,Employed,Mortgage,0.23,Charged Off
LN103158,CUST203158,21,85102.66,787,12812.13,60,14.6,Small Business,Employed,Mortgage,0.07,Fully Paid
LN103159,CUST203159,60,105160.68,637,29670.43,36,19.18,Debt Consolidation,Employed,Mortgage,0.2,Current
LN103160,CUST203160,64,76713.89,604,9498.52,36,18.39,Credit Card Reinvestment,Employed,Rent,0.25,Fully Paid
LN103161,CUST203161,39,39686.35,717,1000.0,36,15.3,Major Purchase,Employed,Mortgage,0.13,Fully Paid
LN103162,CUST203162,32,70589.43,721,10365.78,36,15.18,Debt Consolidation,Unemployed,Rent,0.11,Current
LN103163,CUST203163,28,95050.06,830,8938.36,60,12.73,Debt Consolidation,Self-Employed,Rent,0.21,Current
LN103164,CUST203164,28,61681.62,604,1638.57,36,20.96,Debt Consolidation,Employed,Mortgage,0.01,Fully Paid
LN103165,CUST203165,32,57839.16,626,11660.41,36,17.61,Debt Consolidation,Employed,Rent,0.18,Current
LN103166,CUST203166,53,77096.34,764,22927.97,36,15.74,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN103167,CUST203167,46,51012.34,699,10247.04,60,19.03,Debt Consolidation,Self-Employed,Rent,0.2,Current
LN103168,CUST203168,59,72387.51,751,11991.97,36,17.17,Debt Consolidation,Self-Employed,Rent,0.12,Fully Paid
LN103169,CUST203169,48,66587.54,514,25964.07,60,22.75,Credit Card Reinvestment,Employed,Rent,0.27,Current
LN103170,CUST203170,25,52739.64,725,9013.83,36,16.48,Credit Card Reinvestment,Employed,Rent,0.21,Fully Paid
LN103171,CUST203171,28,89518.43,604,19951.42,60,19.33,Credit Card Reinvestment,Employed,Rent,0.31,Current
LN103172,CUST203172,45,81149.7,732,1340.54,60,18.63,Home Improvement,Unemployed,Own,0.14,Current
LN103173,CUST203173,47,56158.24,818,7270.86,36,12.33,Education,Employed,Rent,0.1,Current
LN103174,CUST203174,43,64625.97,718,13292.55,36,15.72,Small Business,Self-Employed,Rent,0.12,Current
LN103175,CUST203175,50,58218.11,776,24672.96,36,13.13,Education,Self-Employed,Rent,0.19,Current
LN103176,CUST203176,43,49033.81,760,7699.68,60,15.1,Debt Consolidation,Employed,Mortgage,0.03,Current
LN103177,CUST203177,40,22543.26,840,7603.52,36,12.17,Small Business,Self-Employed,Mortgage,0.27,Current
LN103178,CUST203178,38,52904.31,835,17178.82,36,9.13,Major Purchase,Employed,Own,0.21,Fully Paid
LN103179,CUST203179,38,49399.31,689,18463.09,36,19.54,Debt Consolidation,Employed,Mortgage,0.15,Current
LN103180,CUST203180,22,67872.27,697,6715.22,36,17.83,Debt Consolidation,Employed,Rent,0.01,Fully Paid
LN103181,CUST203181,24,76017.47,776,10824.83,36,16.04,Credit Card Reinvestment,Employed,Rent,0.19,Charged Off
LN103182,CUST203182,50,44945.38,835,23693.29,60,14.17,Debt Consolidation,Employed,Mortgage,0.17,Charged Off
LN103183,CUST203183,53,74337.43,538,5559.93,60,23.33,Debt Consolidation,Employed,Mortgage,0.1,Current
LN103184,CUST203184,56,41093.86,661,17731.81,36,19.85,Home Improvement,Employed,Rent,0.17,Current
LN103185,CUST203185,38,61867.69,620,10859.73,36,19.34,Credit Card Reinvestment,Self-Employed,Mortgage,0.12,Fully Paid
LN103186,CUST203186,57,49939.52,761,26220.65,36,13.86,Small Business,Unemployed,Mortgage,0.08,Charged Off
LN103187,CUST203187,39,83654.34,715,19643.36,60,18.76,Home Improvement,Employed,Mortgage,0.11,Fully Paid
LN103188,CUST203188,48,67919.33,811,22044.5,36,11.45,Credit Card Reinvestment,Employed,Mortgage,0.22,Fully Paid
LN103189,CUST203189,60,62245.8,548,10699.33,36,23.37,Debt Consolidation,Employed,Mortgage,0.16,Current
LN103190,CUST203190,40,49368.76,591,21596.12,36,20.0,Credit Card Reinvestment,Employed,Rent,0.11,Current
LN103191,CUST203191,53,56778.97,628,21387.82,60,18.9,Home Improvement,Employed,Rent,0.19,Current
LN103192,CUST203192,32,110726.52,820,19155.91,36,11.44,Small Business,Employed,Rent,0.01,Fully Paid
LN103193,CUST203193,35,52472.9,527,12739.13,36,26.09,Debt Consolidation,Employed,Rent,0.16,Fully Paid
LN103194,CUST203194,61,76985.17,647,16300.84,36,19.89,Home Improvement,Employed,Own,0.08,Charged Off
LN103195,CUST203195,59,62183.84,827,1000.0,36,13.18,Home Improvement,Self-Employed,Rent,0.06,Fully Paid
LN103196,CUST203196,22,76270.63,564,29072.04,36,19.73,Major Purchase,Employed,Mortgage,0.11,Fully Paid
LN103197,CUST203197,49,85924.4,717,10168.62,36,16.37,Education,Employed,Mortgage,0.22,Fully Paid
LN103198,CUST203198,61,56150.54,550,12321.19,36,22.43,Debt Consolidation,Employed,Mortgage,0.22,Current
LN103199,CUST203199,30,82744.34,804,4457.61,60,13.58,Home Improvement,Employed,Mortgage,0.09,Fully Paid
LN103200,CUST203200,22,133915.99,573,20383.16,36,25.69,Credit Card Reinvestment,Employed,Mortgage,0.16,Current
LN103201,CUST203201,31,79188.5,698,19233.68,36,13.49,Small Business,Self-Employed,Rent,0.05,Fully Paid
LN103202,CUST203202,33,105339.54,691,12635.87,36,17.96,Home Improvement,Self-Employed,Own,0.16,Fully Paid
LN103203,CUST203203,30,77026.15,688,1000.0,36,20.79,Debt Consolidation,Employed,Rent,0.22,Fully Paid
LN103204,CUST203204,34,41700.96,511,9307.56,36,23.8,Debt Consolidation,Self-Employed,Rent,0.13,Current
LN103205,CUST203205,38,71892.35,738,18680.18,60,15.7,Home Improvement,Employed,Mortgage,0.24,Fully Paid
LN103206,CUST203206,29,56740.41,580,17011.37,36,22.81,Home Improvement,Employed,Rent,0.2,Current
LN103207,CUST203207,59,50101.48,769,14630.39,60,11.01,Debt Consolidation,Employed,Rent,0.3,Fully Paid
LN103208,CUST203208,48,63185.37,789,11608.42,60,13.84,Debt Consolidation,Employed,Own,0.2,Current
LN103209,CUST203209,23,61131.25,547,2371.04,36,21.93,Credit Card Reinvestment,Employed,Mortgage,0.11,Fully Paid
LN103210,CUST203210,40,38501.88,816,22710.96,60,15.43,Education,Self-Employed,Mortgage,0.27,Current
LN103211,CUST203211,26,132711.54,708,3479.03,36,16.37,Small Business,Employed,Rent,0.42,Current
LN103212,CUST203212,47,85196.77,534,13366.01,36,22.57,Credit Card Reinvestment,Employed,Rent,0.24,Current
LN103213,CUST203213,22,71109.76,618,6720.87,60,21.55,Major Purchase,Employed,Mortgage,0.24,Charged Off
LN103214,CUST203214,49,67247.0,564,22949.52,36,23.17,Debt Consolidation,Employed,Mortgage,0.25,Charged Off
